MatchFk,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,red_p1,red_p2,red_p3,red_p4,red_p5,result,rank_fk,rank_name,Patch
NA1_5422003838,117,52,88,93,122,48,186,3,96,15,1,9,Grandmaster,15.23.728.3286
NA1_5421982535,128,55,186,133,34,5,73,24,58,56,0,9,Grandmaster,15.23.728.3286
NA1_5421963380,164,186,1,85,82,117,110,87,63,103,1,9,Grandmaster,15.23.728.3286
NA1_5421927075,24,186,159,32,103,162,127,111,191,82,0,9,Grandmaster,15.23.728.3286
NA1_5421861722,139,146,107,58,115,172,156,67,96,143,0,9,Grandmaster,15.23.728.3286
NA1_5428610864,138,5,39,96,143,28,186,93,85,101,0,10,Challenger,15.24.730.7955
NA1_5428551531,125,70,40,9,94,44,0,159,93,87,0,10,Challenger,15.24.730.7955
NA1_5428503722,75,37,12,10,94,44,146,93,96,113,0,10,Challenger,15.24.730.7955
NA1_5427664780,138,155,69,10,15,28,146,93,63,104,0,10,Challenger,15.24.730.7955
NA1_5427566407,69,100,186,176,146,28,0,159,85,101,0,10,Challenger,15.24.730.7955
NA1_5427524269,88,186,93,58,101,185,31,188,187,53,0,10,Challenger,15.24.730.7955
NA1_5426799288,125,45,146,96,144,164,108,28,183,145,1,10,Challenger,15.23.728.3286
NA1_5426699525,172,146,181,9,86,46,88,93,85,101,0,10,Challenger,15.23.728.3286
NA1_5426679403,98,126,171,85,101,153,119,159,96,18,0,10,Challenger,15.23.728.3286
NA1_5426599621,42,56,68,183,19,48,186,13,96,82,0,10,Challenger,15.23.728.3286
NA1_5426119624,44,74,159,22,122,172,45,99,85,94,0,10,Challenger,15.23.728.3286
NA1_5430694413,0,6,181,66,156,5,105,139,22,15,0,10,Challenger,15.24.731.5210
NA1_5430634512,57,29,171,96,15,71,107,151,59,86,0,10,Challenger,15.24.731.5210
NA1_5430442693,181,156,172,10,65,138,105,151,32,103,0,10,Challenger,15.24.731.5210
NA1_5430410375,13,35,57,27,4,180,146,159,183,143,1,10,Challenger,15.24.731.5210
NA1_5430373124,0,55,146,183,143,57,186,100,7,87,0,10,Challenger,15.24.731.5210
NA1_5430303501,31,170,129,96,123,172,185,151,142,154,1,10,Challenger,15.24.731.5210
NA1_5430267084,61,55,29,27,15,180,88,100,140,104,0,10,Challenger,15.24.731.5210
NA1_5430235114,180,74,1,87,132,102,55,159,9,154,0,10,Challenger,15.24.731.5210
NA1_5430202650,180,97,7,183,99,181,56,88,96,103,1,10,Challenger,15.24.731.5210
NA1_5430182905,5,170,129,155,86,180,100,150,36,65,1,10,Challenger,15.24.731.5210
NA1_5429904032,46,121,168,140,65,139,146,180,10,118,0,10,Challenger,15.24.731.5210
NA1_5429896848,23,81,79,96,114,139,5,129,85,113,0,10,Challenger,15.24.731.5210
NA1_5429883654,5,97,79,160,132,57,81,140,180,133,1,10,Challenger,15.24.731.5210
NA1_5429871841,127,0,190,160,4,5,135,1,63,114,0,10,Challenger,15.24.731.5210
NA1_5429852486,71,47,167,63,115,51,34,111,155,144,1,10,Challenger,15.24.731.5210
NA1_5429814729,139,128,147,150,10,41,105,56,58,104,0,10,Challenger,15.24.731.5210
NA1_5428821456,128,57,2,36,18,41,0,111,96,65,1,10,Challenger,15.24.730.7955
NA1_5428772060,42,146,117,142,34,107,0,171,133,82,1,10,Challenger,15.24.730.7955
NA1_5428740021,131,47,69,96,15,5,0,111,10,86,0,10,Challenger,15.24.730.7955
NA1_5428690340,136,185,111,96,101,128,55,127,140,20,0,10,Challenger,15.24.730.7955
NA1_5431574482,139,103,69,87,115,44,135,68,85,94,0,9,Grandmaster,15.24.731.5210
NA1_5431511717,112,135,1,160,144,172,170,93,132,65,1,9,Grandmaster,15.24.731.5210
NA1_5431403582,56,45,160,59,122,117,135,181,155,94,1,9,Grandmaster,15.24.731.5210
NA1_5431283806,88,126,185,63,103,125,121,146,164,19,1,9,Grandmaster,15.24.731.5210
NA1_5431193348,125,116,147,22,34,134,170,1,96,65,0,9,Grandmaster,15.24.731.5210
NA1_5431155577,139,70,171,93,155,5,57,71,36,34,0,9,Grandmaster,15.24.731.5210
NA1_5429423410,38,135,157,36,15,28,0,79,191,4,1,9,Grandmaster,15.24.731.2566
NA1_5429377634,180,108,115,160,103,43,135,2,96,4,1,9,Grandmaster,15.24.731.2566
NA1_5428621019,185,135,146,142,144,46,121,84,85,101,1,9,Grandmaster,15.24.730.7955
NA1_5428572946,98,47,181,36,103,57,146,189,9,20,0,9,Grandmaster,15.24.730.7955
NA1_5428524984,97,83,108,58,118,172,135,22,187,103,1,9,Grandmaster,15.24.730.7955
NA1_5428461334,162,47,42,85,101,28,74,84,9,86,1,9,Grandmaster,15.24.730.7955
NA1_5427062131,38,17,24,63,103,134,74,111,188,122,0,10,Challenger,15.24.730.505
NA1_5427043640,0,35,57,36,53,41,146,172,140,86,0,10,Challenger,15.24.730.505
NA1_5426473993,57,83,115,155,20,38,146,3,64,4,1,10,Challenger,15.23.728.3286
NA1_5426453078,173,170,13,22,53,28,146,147,63,103,1,10,Challenger,15.23.728.3286
NA1_5426436036,112,45,147,96,82,125,179,186,93,184,1,10,Challenger,15.23.728.3286
NA1_5426416147,0,116,84,142,53,5,107,171,58,103,1,10,Challenger,15.23.728.3286
NA1_5426397108,69,81,129,10,101,41,146,160,155,82,1,10,Challenger,15.23.728.3286
NA1_5426362792,125,17,51,93,65,112,83,186,49,132,1,10,Challenger,15.23.728.3286
NA1_5426351962,112,146,5,145,132,162,45,29,96,118,1,10,Challenger,15.23.728.3286
NA1_5426338357,125,126,189,59,86,28,47,129,10,118,1,10,Challenger,15.23.728.3286
NA1_5425783835,57,66,127,132,118,162,99,186,155,189,1,10,Challenger,15.23.728.3286
NA1_5425769915,125,44,186,58,144,57,146,5,96,53,0,10,Challenger,15.23.728.3286
NA1_5425742038,38,146,181,36,15,57,19,115,22,144,0,10,Challenger,15.23.728.3286
NA1_5425731220,125,126,146,160,132,56,47,111,96,34,0,10,Challenger,15.23.728.3286
NA1_5425721241,125,116,147,36,180,13,113,171,27,101,1,10,Challenger,15.23.728.3286
NA1_5424984450,125,116,39,155,144,117,47,79,180,132,1,10,Challenger,15.23.728.3286
NA1_5424968355,127,73,69,10,103,125,45,147,145,144,1,10,Challenger,15.23.728.3286
NA1_5431893760,181,74,48,127,118,136,116,39,36,4,1,9,Grandmaster,15.24.731.5210
NA1_5430949800,43,174,7,77,177,153,70,51,58,87,1,9,Grandmaster,15.24.731.5210
NA1_5429850339,61,146,116,32,123,63,121,111,36,143,1,9,Grandmaster,15.24.731.5210
NA1_5429839747,157,127,111,22,15,56,73,48,155,20,1,9,Grandmaster,15.24.731.5210
NA1_5429814326,157,151,146,58,144,43,81,24,22,65,0,9,Grandmaster,15.24.731.5210
NA1_5424843351,31,17,49,63,154,136,92,68,142,86,0,9,Grandmaster,15.23.728.3286
NA1_5424828615,152,17,147,63,133,71,92,40,183,65,1,9,Grandmaster,15.23.728.3286
NA1_5438433731,31,37,8,96,122,41,146,186,160,132,1,9,Grandmaster,15.24.732.64
NA1_5438430849,57,37,186,142,82,172,81,41,49,133,1,9,Grandmaster,15.24.732.64
NA1_5438159240,32,47,89,133,144,69,186,37,130,103,1,9,Grandmaster,15.24.732.64
NA1_5438144600,182,112,8,164,154,43,37,14,96,118,0,9,Grandmaster,15.24.732.64
NA1_5437511347,31,37,146,96,90,172,70,89,155,115,1,9,Grandmaster,15.24.732.64
NA1_5437234039,125,57,49,183,123,173,37,2,181,184,0,9,Grandmaster,15.24.732.64
NA1_5436546271,61,37,147,96,4,64,45,116,160,143,1,9,Grandmaster,15.24.732.64
NA1_5436292480,0,37,1,32,190,61,57,2,165,167,1,9,Grandmaster,15.24.732.64
NA1_5435635984,69,105,150,32,123,114,37,142,59,18,0,9,Grandmaster,15.24.732.64
NA1_5435627466,190,37,181,59,82,114,52,100,58,105,1,9,Grandmaster,15.24.732.64
NA1_5435621832,145,83,116,160,154,146,37,181,63,103,0,9,Grandmaster,15.24.732.64
NA1_5433362955,26,37,155,163,104,164,57,147,32,101,0,9,Grandmaster,15.24.732.64
NA1_5433326616,127,37,155,133,65,107,105,3,85,143,0,9,Grandmaster,15.24.732.64
NA1_5433304584,81,37,27,96,115,61,108,13,85,53,0,9,Grandmaster,15.24.732.64
NA1_5433272389,22,37,113,164,53,5,73,159,2,152,1,9,Grandmaster,15.24.732.64
NA1_5433231189,44,37,151,106,15,146,179,2,160,87,1,9,Grandmaster,15.24.732.64
NA1_5433205604,182,37,151,63,104,98,57,159,96,65,0,9,Grandmaster,15.24.732.64
NA1_5433180953,57,37,151,93,115,182,135,111,58,15,0,9,Grandmaster,15.24.732.64
NA1_5433156491,157,105,129,96,15,139,37,116,10,189,0,9,Grandmaster,15.24.732.64
NA1_5437989376,38,186,145,58,82,162,26,113,63,65,1,9,Grandmaster,15.24.732.64
NA1_5437842500,26,116,58,96,154,121,31,33,27,18,0,9,Grandmaster,15.24.732.64
NA1_5437819428,57,135,29,96,82,26,47,150,181,101,0,9,Grandmaster,15.24.732.64
NA1_5437783803,75,151,13,96,143,26,0,147,36,15,0,9,Grandmaster,15.24.732.64
NA1_5437700988,26,151,5,133,82,125,126,177,85,101,0,9,Grandmaster,15.24.732.64
NA1_5436929097,69,126,138,32,53,26,21,2,36,65,0,9,Grandmaster,15.24.732.64
NA1_5436896553,5,57,87,85,122,26,52,100,155,82,0,9,Grandmaster,15.24.732.64
NA1_5436867823,69,0,185,155,86,26,37,186,164,94,0,9,Grandmaster,15.24.732.64
NA1_5436829453,56,135,1,36,15,26,185,171,142,65,0,9,Grandmaster,15.24.732.64
NA1_5436779775,44,146,186,96,15,26,116,139,59,34,0,9,Grandmaster,15.24.732.64
NA1_5436752041,41,81,160,155,86,26,0,49,142,65,0,9,Grandmaster,15.24.732.64
NA1_5436690894,125,37,147,58,53,26,126,171,27,154,0,9,Grandmaster,15.24.732.64
NA1_5436673252,114,186,146,63,133,26,105,180,59,94,1,9,Grandmaster,15.24.732.64
NA1_5436656145,26,99,89,58,94,44,39,116,163,105,0,9,Grandmaster,15.24.732.64
NA1_5436470035,26,146,84,85,4,134,186,168,145,132,0,9,Grandmaster,15.24.732.64
NA1_5436187220,26,55,7,140,65,22,116,180,142,154,0,9,Grandmaster,15.24.732.64
NA1_5436131095,23,52,151,19,141,38,55,133,145,132,0,9,Grandmaster,15.24.732.64
NA1_5435951014,61,179,147,142,94,26,29,177,163,118,1,9,Grandmaster,15.24.732.64
NA1_5438898706,135,179,48,183,122,71,70,180,59,15,1,9,Grandmaster,15.24.733.5841
NA1_5438876755,136,70,181,66,101,57,83,150,180,53,1,9,Grandmaster,15.24.733.5841
NA1_5438840577,114,55,150,85,101,88,179,68,155,65,0,9,Grandmaster,15.24.733.5841
NA1_5438670247,88,151,79,132,149,181,116,150,85,94,0,9,Grandmaster,15.24.732.64
NA1_5438646476,28,116,150,12,15,181,81,180,167,149,1,9,Grandmaster,15.24.732.64
NA1_5437726297,31,159,186,183,18,185,29,22,96,118,0,9,Grandmaster,15.24.732.64
NA1_5437689367,57,180,40,183,65,125,74,133,96,93,0,9,Grandmaster,15.24.732.64
NA1_5437658328,114,81,147,96,37,23,57,2,85,101,0,9,Grandmaster,15.24.732.64
NA1_5437555840,112,81,7,10,104,146,121,150,63,101,1,9,Grandmaster,15.24.732.64
NA1_5437540392,0,185,2,59,118,110,146,147,145,4,1,9,Grandmaster,15.24.732.64
NA1_5437529169,110,57,111,63,101,5,121,33,24,143,1,9,Grandmaster,15.24.732.64
NA1_5437144071,164,31,171,154,6,107,40,103,10,46,1,9,Grandmaster,15.24.732.64
NA1_5437085228,84,0,139,133,142,179,40,103,183,98,0,9,Grandmaster,15.24.732.64
NA1_5437025709,55,49,154,183,182,65,139,132,29,13,1,9,Grandmaster,15.24.732.64
NA1_5436870221,71,121,49,85,20,182,146,150,163,133,0,9,Grandmaster,15.24.732.64
NA1_5436840170,43,81,146,10,65,44,55,2,22,103,0,9,Grandmaster,15.24.732.64
NA1_5436807798,41,81,39,63,122,85,126,111,9,4,0,9,Grandmaster,15.24.732.64
NA1_5438673516,56,31,67,155,10,125,126,116,59,149,0,9,Grandmaster,15.24.732.64
NA1_5438232875,146,126,68,130,191,51,161,2,10,114,1,9,Grandmaster,15.24.732.64
NA1_5438200725,31,174,7,96,15,112,126,186,63,103,1,9,Grandmaster,15.24.732.64
NA1_5438061431,88,57,36,147,87,61,126,117,49,113,0,9,Grandmaster,15.24.732.64
NA1_5437998420,125,126,39,140,53,114,97,49,155,101,1,9,Grandmaster,15.24.732.64
NA1_5437961511,5,179,13,188,53,153,126,7,14,118,1,9,Grandmaster,15.24.732.64
NA1_5437931691,145,66,157,187,103,2,0,180,87,101,0,9,Grandmaster,15.24.732.64
NA1_5437909255,57,100,5,93,114,162,126,33,164,152,0,9,Grandmaster,15.24.732.64
NA1_5437883440,162,126,93,96,4,88,107,8,155,86,0,9,Grandmaster,15.24.732.64
NA1_5437839500,139,126,177,59,34,142,45,129,85,65,1,9,Grandmaster,15.24.732.64
NA1_5437813826,41,126,1,10,53,112,29,44,140,133,1,9,Grandmaster,15.24.732.64
NA1_5437679086,57,126,171,93,6,162,55,111,85,94,1,9,Grandmaster,15.24.732.64
NA1_5437643822,50,31,116,49,65,46,119,177,58,143,1,9,Grandmaster,15.24.732.64
NA1_5437613664,139,81,180,87,154,5,66,125,183,65,1,9,Grandmaster,15.24.732.64
NA1_5436873949,127,33,67,176,132,44,126,147,63,18,0,9,Grandmaster,15.24.732.64
NA1_5436846260,23,0,147,58,15,2,126,163,96,90,1,9,Grandmaster,15.24.732.64
NA1_5436804210,163,126,129,106,115,125,170,189,142,122,1,9,Grandmaster,15.24.732.64
NA1_5436780861,182,28,117,133,132,41,126,150,87,103,1,9,Grandmaster,15.24.732.64
NA1_5438236217,149,100,99,10,104,0,46,186,36,65,0,9,Grandmaster,15.24.732.64
NA1_5438189362,125,5,190,63,191,61,153,128,160,86,0,9,Grandmaster,15.24.732.64
NA1_5438159766,127,185,147,36,82,28,5,49,63,99,0,9,Grandmaster,15.24.732.64
NA1_5438102521,108,40,96,28,118,83,93,101,0,10,1,9,Grandmaster,15.24.732.64
NA1_5437393921,134,5,49,36,82,28,179,171,183,99,0,9,Grandmaster,15.24.732.64
NA1_5437361247,40,170,1,160,18,172,5,171,183,152,0,9,Grandmaster,15.24.732.64
NA1_5437313959,139,5,40,96,53,125,70,19,63,136,0,9,Grandmaster,15.24.732.64
NA1_5437007952,77,5,111,96,94,162,126,7,9,154,0,9,Grandmaster,15.24.732.64
NA1_5436919144,26,5,84,96,94,113,33,146,155,184,0,9,Grandmaster,15.24.732.64
NA1_5436874464,112,170,171,155,15,28,5,49,10,101,1,9,Grandmaster,15.24.732.64
NA1_5439437489,174,6,146,10,53,57,186,69,187,86,1,9,Grandmaster,15.24.733.5841
NA1_5439403994,0,81,1,142,53,114,74,79,87,154,1,9,Grandmaster,15.24.733.5841
NA1_5439385206,56,135,111,27,103,31,45,79,63,53,1,9,Grandmaster,15.24.733.5841
NA1_5439371003,42,17,7,27,108,172,74,129,112,101,1,9,Grandmaster,15.24.733.5841
NA1_5439346263,5,92,171,19,144,13,88,84,9,18,0,9,Grandmaster,15.24.733.5841
NA1_5439339190,38,83,31,187,101,174,185,160,10,108,0,9,Grandmaster,15.24.733.5841
NA1_5439327416,117,185,29,187,143,42,46,116,59,160,0,9,Grandmaster,15.24.733.5841
NA1_5439318366,38,45,57,160,143,88,17,67,59,133,0,9,Grandmaster,15.24.733.5841
NA1_5439294909,5,47,1,14,53,38,146,160,32,154,1,9,Grandmaster,15.24.733.5841
NA1_5439129168,61,151,99,77,53,57,29,142,183,18,0,9,Grandmaster,15.24.733.5841
NA1_5439089011,5,135,48,183,154,127,97,49,133,53,1,9,Grandmaster,15.24.733.5841
NA1_5439052359,41,100,147,7,143,42,127,39,36,53,0,9,Grandmaster,15.24.733.5841
NA1_5439019268,42,100,69,9,154,125,107,67,133,132,1,9,Grandmaster,15.24.733.5841
NA1_5438985820,181,55,33,96,53,0,100,7,58,48,1,9,Grandmaster,15.24.733.5841
NA1_5438824721,102,0,129,187,53,172,185,68,142,65,0,9,Grandmaster,15.24.732.64
NA1_5438793022,98,73,127,142,53,110,119,39,155,152,1,9,Grandmaster,15.24.732.64
NA1_5435488727,38,0,129,93,65,128,92,147,142,159,0,9,Grandmaster,15.24.732.64
NA1_5435470032,38,81,13,22,177,23,34,2,59,154,0,9,Grandmaster,15.24.732.64
NA1_5435426966,61,74,13,96,154,71,57,68,140,86,1,9,Grandmaster,15.24.732.64
NA1_5434960147,44,17,13,133,143,31,121,172,63,82,1,9,Grandmaster,15.24.732.64
NA1_5434935156,128,55,13,96,154,46,156,147,155,20,1,9,Grandmaster,15.24.732.64
NA1_5434913009,172,5,113,147,143,164,73,150,183,65,1,9,Grandmaster,15.24.732.64
NA1_5434619393,44,0,68,142,82,98,127,147,130,149,1,9,Grandmaster,15.24.732.64
NA1_5434585321,162,34,181,58,154,125,33,147,22,15,1,9,Grandmaster,15.24.732.64
NA1_5434550480,125,73,117,59,154,107,5,68,96,53,0,9,Grandmaster,15.24.732.64
NA1_5434458696,127,46,39,9,86,172,141,27,142,133,0,9,Grandmaster,15.24.732.64
NA1_5433453345,5,88,150,163,53,112,116,33,58,15,0,9,Grandmaster,15.24.732.64
NA1_5433245448,5,88,1,96,53,174,55,147,187,20,0,9,Grandmaster,15.24.732.64
NA1_5432818635,107,66,177,32,101,42,47,147,85,133,0,9,Grandmaster,15.24.731.5210
NA1_5432306930,153,92,3,93,143,41,185,116,59,94,0,9,Grandmaster,15.24.731.5210
NA1_5432255343,42,73,150,160,122,180,47,147,63,154,0,9,Grandmaster,15.24.731.5210
NA1_5431753437,125,174,146,183,65,24,55,67,176,144,1,9,Grandmaster,15.24.731.5210
NA1_5431700208,173,121,146,183,65,88,131,39,142,86,1,9,Grandmaster,15.24.731.5210
NA1_5439300835,84,5,111,183,94,42,33,165,96,132,0,9,Grandmaster,15.24.733.5841
NA1_5439284501,56,45,111,160,167,42,19,67,176,94,0,9,Grandmaster,15.24.733.5841
NA1_5439280964,189,97,93,10,94,42,57,84,58,144,1,9,Grandmaster,15.24.733.5841
NA1_5439272325,38,116,111,96,65,42,73,13,63,53,1,9,Grandmaster,15.24.733.5841
NA1_5439264775,42,146,93,96,82,104,121,39,58,99,1,9,Grandmaster,15.24.733.5841
NA1_5439259214,69,88,171,96,118,42,170,147,58,99,0,9,Grandmaster,15.24.733.5841
NA1_5439245410,42,21,89,160,18,88,131,186,24,65,0,9,Grandmaster,15.24.733.5841
NA1_5439237935,57,179,68,49,143,42,170,190,96,115,0,9,Grandmaster,15.24.733.5841
NA1_5439222856,42,186,127,93,143,0,107,89,163,101,1,9,Grandmaster,15.24.733.5841
NA1_5439210817,114,150,1,32,145,42,191,190,183,94,0,9,Grandmaster,15.24.733.5841
NA1_5439177715,125,150,39,96,103,42,5,65,85,101,1,9,Grandmaster,15.24.733.5841
NA1_5439172513,164,127,68,140,65,174,81,186,1,7,1,9,Grandmaster,15.24.733.5841
NA1_5439149847,42,81,33,85,94,162,0,1,96,103,0,9,Grandmaster,15.24.733.5841
NA1_5439124784,42,57,39,155,94,113,73,69,66,103,0,9,Grandmaster,15.24.733.5841
NA1_5439083600,42,57,2,27,53,139,45,129,85,152,0,9,Grandmaster,15.24.733.5841
NA1_5438978668,5,31,147,127,132,42,114,190,96,53,1,9,Grandmaster,15.24.733.5841
NA1_5438310386,42,81,2,172,149,5,29,186,96,189,1,9,Grandmaster,15.24.732.64
NA1_5439774438,56,81,147,160,4,0,46,68,58,103,0,9,Grandmaster,15.24.733.5841
NA1_5439740737,31,55,172,59,86,88,37,100,58,113,1,9,Grandmaster,15.24.733.5841
NA1_5439634606,107,99,49,96,103,105,151,190,58,6,1,9,Grandmaster,15.24.733.5841
NA1_5438876282,100,141,147,155,132,163,55,181,96,94,0,9,Grandmaster,15.24.733.5841
NA1_5438844330,127,70,93,155,94,5,74,29,133,10,1,9,Grandmaster,15.24.733.5841
NA1_5438784969,27,57,108,140,15,26,135,5,87,82,0,9,Grandmaster,15.24.733.5841
NA1_5437827672,23,135,129,133,15,163,191,177,164,101,0,9,Grandmaster,15.24.732.64
NA1_5437802952,181,57,27,85,118,164,74,163,142,132,1,9,Grandmaster,15.24.732.64
NA1_5437705085,56,37,180,140,143,41,146,127,96,152,0,9,Grandmaster,15.24.732.64
NA1_5436948035,180,57,89,58,34,51,161,111,96,103,1,9,Grandmaster,15.24.732.64
NA1_5436061606,56,66,5,155,94,127,74,159,96,154,1,9,Grandmaster,15.24.732.64
NA1_5436022263,56,52,151,155,82,127,100,93,183,101,0,9,Grandmaster,15.24.732.64
NA1_5440261152,5,81,7,96,82,174,73,67,27,101,1,9,Grandmaster,15.24.733.6673
NA1_5440249355,172,45,57,96,65,126,100,7,58,18,1,9,Grandmaster,15.24.733.6673
NA1_5440224604,146,70,190,160,133,126,88,177,58,53,1,9,Grandmaster,15.24.733.6673
NA1_5440209962,172,70,170,96,65,5,52,2,59,20,1,9,Grandmaster,15.24.733.6673
NA1_5439769651,126,121,171,187,40,61,105,27,85,184,0,9,Grandmaster,15.24.733.5841
NA1_5439706792,5,56,99,96,122,2,170,172,85,184,0,9,Grandmaster,15.24.733.5841
NA1_5439680849,56,179,147,10,101,5,81,183,22,20,1,9,Grandmaster,15.24.733.5841
NA1_5439650782,136,57,0,63,143,5,179,67,183,101,1,9,Grandmaster,15.24.733.5841
NA1_5425076706,139,31,111,96,118,0,141,171,59,144,1,9,Grandmaster,15.23.728.3286
NA1_5440432326,69,21,165,9,15,127,107,111,142,144,0,9,Grandmaster,15.24.733.6673
NA1_5440407955,61,126,190,155,86,128,21,24,10,82,1,9,Grandmaster,15.24.733.6673
NA1_5440376145,88,161,93,106,15,128,21,85,177,103,1,9,Grandmaster,15.24.733.6673
NA1_5438341441,127,6,190,183,94,102,45,68,187,101,0,9,Grandmaster,15.24.732.64
NA1_5438299000,26,100,186,22,149,102,92,180,132,19,0,9,Grandmaster,15.24.732.64
NA1_5438259658,90,74,1,63,82,5,17,29,176,20,1,9,Grandmaster,15.24.732.64
NA1_5438219184,127,156,84,63,82,139,17,29,187,4,0,9,Grandmaster,15.24.732.64
NA1_5433751847,26,191,93,180,155,138,146,116,183,86,0,9,Grandmaster,15.24.732.64
NA1_5432738594,134,39,12,183,143,41,5,167,22,87,0,9,Grandmaster,15.24.731.5210
NA1_5432699875,50,88,49,163,139,164,185,146,183,184,0,9,Grandmaster,15.24.731.5210
NA1_5432654723,134,179,39,145,149,131,17,147,183,4,0,9,Grandmaster,15.24.731.5210
NA1_5432613079,44,157,14,183,4,172,56,13,9,171,0,9,Grandmaster,15.24.731.5210
NA1_5431333913,174,108,151,1,132,138,70,21,12,133,0,9,Grandmaster,15.24.731.5210
NA1_5440700721,163,57,84,85,103,110,146,172,58,144,0,9,Grandmaster,15.24.733.6673
NA1_5440628273,162,73,39,155,113,51,0,129,27,86,0,9,Grandmaster,15.24.733.6673
NA1_5440261132,185,47,190,58,118,69,121,128,85,114,1,9,Grandmaster,15.24.733.6673
NA1_5440241280,26,57,69,32,154,56,33,131,63,86,1,9,Grandmaster,15.24.733.6673
NA1_5440221123,26,73,159,96,143,112,146,57,142,101,1,9,Grandmaster,15.24.733.6673
NA1_5440213959,5,81,57,59,122,88,73,177,96,53,0,9,Grandmaster,15.24.733.5841
NA1_5440192732,162,73,1,160,132,61,179,146,140,143,0,9,Grandmaster,15.24.733.5841
NA1_5440179114,128,57,171,59,34,181,97,19,32,143,0,9,Grandmaster,15.24.733.5841
NA1_5440162356,153,185,147,58,132,110,57,26,142,53,1,9,Grandmaster,15.24.733.5841
NA1_5439978881,57,81,69,59,65,113,131,87,77,86,0,9,Grandmaster,15.24.733.5841
NA1_5439943538,2,186,190,176,118,164,29,180,66,53,0,9,Grandmaster,15.24.733.5841
NA1_5439852978,57,44,186,32,15,26,74,146,8,143,1,9,Grandmaster,15.24.733.5841
NA1_5439804992,110,191,155,63,113,0,66,136,9,103,0,9,Grandmaster,15.24.733.5841
NA1_5439731721,138,81,68,181,101,127,0,159,85,184,1,9,Grandmaster,15.24.733.5841
NA1_5439711536,38,108,146,85,184,138,31,128,36,53,1,9,Grandmaster,15.24.733.5841
NA1_5440595357,28,33,180,183,20,149,57,168,10,15,1,9,Grandmaster,15.24.733.6673
NA1_5440554149,88,81,161,85,20,180,55,2,87,170,0,9,Grandmaster,15.24.733.6673
NA1_5440367678,125,170,146,155,20,105,135,29,32,104,0,9,Grandmaster,15.24.733.6673
NA1_5440318891,0,97,8,63,53,129,70,2,140,103,0,9,Grandmaster,15.24.733.6673
NA1_5440298242,56,45,69,22,103,98,81,33,36,94,0,9,Grandmaster,15.24.733.6673
NA1_5440279132,136,161,69,58,133,125,33,51,163,118,1,9,Grandmaster,15.24.733.6673
NA1_5440263231,172,107,29,36,104,31,151,26,183,65,0,9,Grandmaster,15.24.733.6673
NA1_5440249139,38,173,165,183,86,0,81,160,66,118,0,9,Grandmaster,15.24.733.6673
NA1_5440227011,42,52,3,133,90,5,31,2,36,65,0,9,Grandmaster,15.24.733.6673
NA1_5440202794,81,146,75,85,184,125,74,2,12,101,1,9,Grandmaster,15.24.733.6673
NA1_5437468333,125,47,147,181,94,56,5,2,142,104,0,9,Grandmaster,15.24.732.64
NA1_5437414048,23,26,19,36,101,31,0,79,10,133,0,9,Grandmaster,15.24.732.64
NA1_5437391393,179,81,150,142,115,185,105,125,85,53,1,9,Grandmaster,15.24.732.64
NA1_5437351575,61,45,93,85,94,131,170,177,96,65,0,9,Grandmaster,15.24.732.64
NA1_5437315695,182,170,150,58,79,139,57,146,155,40,0,9,Grandmaster,15.24.732.64
NA1_5440435549,112,56,8,160,132,31,113,49,180,94,0,9,Grandmaster,15.24.733.6673
NA1_5440361842,31,179,139,164,132,56,146,89,155,20,0,9,Grandmaster,15.24.733.6673
NA1_5440028593,128,116,2,155,15,5,131,57,93,101,1,9,Grandmaster,15.24.733.5841
NA1_5440001615,5,131,33,27,82,182,116,19,164,143,0,9,Grandmaster,15.24.733.5841
NA1_5439983350,125,21,69,85,105,164,98,180,155,185,1,9,Grandmaster,15.24.733.5841
NA1_5438369329,26,161,180,155,154,46,74,181,85,20,0,9,Grandmaster,15.24.732.64
NA1_5437883788,46,116,180,63,118,26,131,5,145,132,1,9,Grandmaster,15.24.732.64
NA1_5437734514,69,47,186,155,94,5,121,49,10,20,1,9,Grandmaster,15.24.732.64
NA1_5437430873,51,131,89,155,4,125,179,147,77,94,0,9,Grandmaster,15.24.732.64
NA1_5437379025,172,128,1,36,65,31,169,165,155,103,1,9,Grandmaster,15.24.732.64
NA1_5437295187,31,169,165,155,154,38,55,111,22,101,1,9,Grandmaster,15.24.732.64
NA1_5437214827,13,142,0,1,86,27,5,116,18,129,1,9,Grandmaster,15.24.732.64
NA1_5436814004,2,70,3,87,101,162,131,39,85,20,1,9,Grandmaster,15.24.732.64
NA1_5436775009,13,0,68,58,15,162,141,63,155,94,0,9,Grandmaster,15.24.732.64
NA1_5436742876,128,97,79,22,15,112,100,147,155,133,1,9,Grandmaster,15.24.732.64
NA1_5436119231,1,185,111,155,86,42,151,150,58,34,0,9,Grandmaster,15.24.732.64
NA1_5436051116,185,55,171,155,152,38,131,172,10,86,0,9,Grandmaster,15.24.732.64
NA1_5440594974,38,45,7,12,94,138,56,147,161,82,1,9,Grandmaster,15.24.733.6673
NA1_5440556081,138,55,27,19,65,48,116,111,85,20,1,9,Grandmaster,15.24.733.6673
NA1_5440504996,138,47,186,77,101,28,135,147,96,19,0,9,Grandmaster,15.24.733.6673
