TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
109864,NA1_5416710837,897,106,166,81,902,86,131,800,804,43,0,0,0,0,9,0,1,3,11,36,1,0
109865,NA1_5416695382,114,246,800,145,57,126,876,101,523,37,0,1,0,1,24,1,0,4,11,42,1,0
109866,NA1_5416464933,875,64,45,25,43,27,121,29,21,526,0,1,2,2,26,0,0,2,8,39,1,0
109867,NA1_5416436505,164,876,101,22,902,14,59,13,112,267,0,1,1,6,27,0,0,2,0,5,0,1
109868,NA1_5416404465,19,876,234,15,888,799,107,136,202,53,1,1,2,10,40,0,0,2,2,32,0,1
109869,NA1_5416377740,92,91,90,498,517,54,104,84,30,43,0,0,1,2,32,1,1,3,10,35,1,0
109870,NA1_5416348323,19,121,8,202,555,266,91,61,51,43,1,0,1,9,37,0,1,3,4,20,0,1
109871,NA1_5416323795,114,131,800,63,43,516,91,82,145,60,0,0,1,6,31,1,1,4,9,42,1,0
109872,NA1_5416289481,897,141,103,222,111,17,64,134,901,432,0,0,1,1,13,0,1,1,6,31,1,0
109873,NA1_5416270145,799,104,777,800,267,122,876,84,110,111,0,1,1,3,23,1,0,4,10,46,1,0
109874,NA1_5416253586,75,107,910,800,43,126,64,30,119,201,1,1,1,9,36,0,0,3,3,29,0,1
109875,NA1_5416243912,24,106,61,29,111,78,876,55,81,267,0,0,0,0,20,0,1,3,9,39,1,0
109876,NA1_5415960376,86,121,134,523,43,432,24,61,22,902,0,1,2,4,21,1,0,2,7,39,1,0
109877,NA1_5415936037,223,62,157,222,43,98,121,142,67,201,0,1,3,9,30,0,0,1,1,14,0,1
109878,NA1_5415899466,54,120,517,523,43,41,950,61,29,111,0,1,3,9,39,0,0,0,3,21,0,1
109879,NA1_5415791925,887,421,55,145,526,266,234,157,147,43,0,1,1,1,18,0,0,1,0,11,0,1
109880,NA1_5415760312,157,141,133,147,43,799,120,134,804,117,1,1,3,10,30,0,0,1,2,15,0,1
109881,NA1_5415739129,39,19,103,202,43,875,234,8,119,25,0,1,3,5,28,0,0,0,1,14,0,1
109882,NA1_5415708690,2,121,910,22,111,122,9,4,15,89,1,0,1,7,44,0,1,4,5,44,0,1
109883,NA1_5438706574,904,62,34,21,89,238,11,99,145,497,0,1,2,10,31,0,0,1,0,12,0,1
109884,NA1_5438667959,14,9,84,429,80,58,121,245,22,16,1,1,6,7,51,3,0,1,12,51,1,0
109885,NA1_5438531023,24,30,711,18,12,17,72,246,15,412,0,0,0,4,21,1,1,3,8,48,1,0
109886,NA1_5438520165,777,107,103,15,526,79,904,67,221,111,0,1,2,4,25,0,0,1,0,4,0,1
109887,NA1_5437758035,36,904,101,145,111,6,72,246,161,59,0,0,1,5,41,1,1,3,9,46,1,0
109888,NA1_5437623312,27,91,245,110,142,74,72,517,21,53,0,0,2,3,20,1,1,2,9,42,1,0
109889,NA1_5437600606,266,904,90,143,235,10,126,50,910,12,1,1,1,10,26,0,0,2,4,25,0,1
109890,NA1_5437582379,19,799,3,523,10,777,92,61,236,44,0,0,2,3,18,1,1,1,9,29,1,0
109891,NA1_5436755366,36,421,105,145,902,799,59,134,222,37,0,0,1,4,15,0,1,2,9,22,1,0
109892,NA1_5436639297,777,72,112,15,412,122,59,134,18,43,0,0,2,10,36,0,1,1,2,13,0,1
109893,NA1_5436626131,799,62,90,21,40,777,64,127,18,902,0,0,0,1,7,0,1,4,11,21,1,0
109894,NA1_5435798966,154,63,950,145,147,78,799,7,236,40,1,1,1,2,24,0,0,3,11,34,1,0
109895,NA1_5435775107,54,126,69,222,117,14,121,50,18,111,1,0,3,6,31,0,1,1,9,36,1,0
109896,NA1_5435753425,110,126,800,222,201,50,266,166,119,432,0,1,0,6,32,2,0,4,6,35,0,1
109897,NA1_5435736732,92,126,103,429,50,39,141,112,523,117,0,1,3,9,33,0,0,0,2,19,0,1
109898,NA1_5435721610,41,62,268,236,37,54,799,61,18,201,0,0,0,2,11,0,1,3,8,26,1,0
109899,NA1_5435012496,114,92,61,145,555,84,234,50,21,147,0,0,0,1,3,0,0,2,2,14,1,0
109900,NA1_5434991518,58,104,7,51,99,68,72,134,523,16,0,1,4,9,40,0,0,0,1,21,0,1
109901,NA1_5434839639,893,234,136,777,267,23,200,711,21,26,0,0,1,1,20,0,0,1,0,6,0,1
109902,NA1_5434607062,75,59,134,42,267,136,104,84,236,412,0,0,0,0,3,0,0,2,7,24,1,0
109903,NA1_5438130638,4,234,117,804,875,14,203,23,142,17,0,0,2,0,24,0,1,1,11,46,1,0
109904,NA1_5438077860,555,111,876,236,875,78,420,9,523,50,0,0,1,0,37,1,1,3,11,46,1,0
109905,NA1_5438010006,32,41,51,79,1,555,412,887,141,222,0,1,2,10,31,0,0,0,0,14,0,1
109906,NA1_5429082531,31,107,103,901,60,39,427,238,804,201,0,0,2,6,37,0,1,1,3,22,0,1
109907,NA1_5427103056,897,107,800,15,16,14,517,13,804,40,1,1,2,9,39,0,0,2,3,22,0,1
109908,NA1_5427076839,86,77,103,119,902,904,887,800,804,201,0,1,1,3,18,1,0,4,9,34,1,0
109909,NA1_5426380846,950,120,90,67,40,19,91,14,222,12,0,0,1,3,16,1,1,3,11,19,1,0
109910,NA1_5426365828,36,24,800,145,201,904,62,115,15,111,1,0,2,9,32,1,1,3,4,36,0,1
109911,NA1_5426349617,516,131,38,67,902,86,64,103,222,267,0,0,1,1,18,1,1,3,8,33,1,0
109912,NA1_5425953832,54,154,103,804,235,58,91,92,99,518,0,0,1,2,32,0,1,2,9,45,1,0
109913,NA1_5425785363,150,48,38,22,432,6,141,61,21,267,1,0,3,8,30,0,1,1,3,25,0,1
109914,NA1_5425753939,777,20,950,804,43,904,246,134,901,350,0,1,2,6,28,1,0,2,9,37,1,0
109915,NA1_5425737032,92,120,8,63,235,39,91,142,804,117,1,1,3,11,33,0,0,1,1,18,0,1
109916,NA1_5425726185,9,141,800,901,43,777,887,61,910,267,0,1,1,5,18,0,0,1,0,3,0,1
109917,NA1_5425712907,14,421,8,18,267,904,266,134,157,412,0,0,0,1,14,1,1,4,10,33,1,0
109918,NA1_5425698501,904,107,157,145,432,110,141,90,21,888,1,0,2,8,34,0,1,2,1,19,0,1
109919,NA1_5425688258,36,141,4,222,43,266,121,166,115,80,1,1,2,6,35,0,0,2,4,25,0,1
109920,NA1_5425676420,68,59,10,901,432,114,517,777,804,117,1,1,0,8,29,0,0,4,4,17,0,1
109921,NA1_5425668182,114,77,115,901,53,150,9,134,81,412,0,1,0,3,12,1,0,3,8,35,1,0
109922,NA1_5425322617,6,60,103,21,526,39,5,127,804,117,0,1,2,7,29,0,0,2,5,10,0,1
109923,NA1_5436952109,69,517,126,22,111,799,121,3,63,235,1,1,2,6,41,1,0,2,7,35,1,0
109924,NA1_5436921049,86,107,112,523,111,69,141,800,51,99,1,0,2,10,39,0,1,3,5,39,0,1
109925,NA1_5436827257,39,77,112,29,201,69,121,91,804,902,1,1,3,10,42,1,0,1,5,42,0,1
109926,NA1_5436811317,69,517,80,22,117,67,107,134,901,267,0,0,1,2,17,0,0,1,0,11,0,1
109927,NA1_5436749715,69,104,3,21,98,82,421,246,15,101,1,1,2,8,47,0,0,3,6,42,0,1
109928,NA1_5436728374,126,59,711,21,143,69,141,136,901,223,1,1,4,9,39,0,0,0,4,16,0,1
109929,NA1_5436704087,39,107,777,145,27,69,266,950,360,147,1,1,3,10,40,0,0,1,5,22,0,1
109930,NA1_5436680403,887,234,777,119,432,69,107,157,800,43,1,1,3,8,29,0,0,2,6,18,0,1
109931,NA1_5436432348,126,107,134,119,60,69,121,950,21,902,0,1,3,5,27,0,0,0,0,13,0,1
109932,NA1_5436408473,69,104,3,110,37,904,56,41,145,111,0,1,3,8,34,0,0,0,2,28,0,1
109933,NA1_5436375027,517,36,69,901,432,67,31,39,1,99,1,1,3,10,44,0,0,1,4,31,0,1
109934,NA1_5436249207,2,904,157,202,267,69,19,4,18,40,0,0,1,2,16,0,0,0,0,6,0,1
109935,NA1_5436207975,69,104,45,96,235,133,59,55,67,43,0,0,1,3,20,1,1,4,10,42,1,0
109936,NA1_5436174879,69,32,142,202,235,85,421,38,119,412,0,0,0,0,5,0,0,2,3,33,1,0
109937,NA1_5436134190,69,11,163,498,201,36,154,61,21,412,0,1,2,4,20,0,0,2,8,41,1,0
109938,NA1_5436059810,114,107,13,221,350,69,121,103,202,518,0,0,0,4,22,1,1,4,8,44,1,0
109939,NA1_5436027175,69,102,55,51,40,122,60,246,15,432,0,1,1,1,18,1,0,3,9,34,1,0
109940,NA1_5435807348,69,36,711,110,526,150,141,105,498,902,1,0,3,3,23,1,1,3,8,35,1,0
109941,NA1_5435546893,24,104,50,202,9,69,80,98,110,235,0,1,4,9,42,3,0,2,7,45,0,1
109942,NA1_5435517801,114,60,8,81,89,69,107,112,901,43,0,0,0,7,30,2,1,6,9,44,1,0
109943,NA1_5438738465,887,904,134,67,79,24,91,69,15,350,0,0,1,3,13,1,1,3,11,34,1,0
109944,NA1_5438716121,904,121,127,21,267,107,80,157,115,432,0,0,0,0,17,1,1,4,8,33,1,0
109945,NA1_5438678403,113,64,157,51,246,14,517,34,96,26,0,1,2,3,22,1,0,2,3,31,1,0
109946,NA1_5438676985,24,36,81,800,267,84,32,166,145,526,0,0,0,0,0,0,0,0,0,0,1,0
109947,NA1_5437975989,240,28,9,202,412,904,131,84,18,526,1,1,2,7,41,0,0,3,5,33,0,1
109948,NA1_5437943964,904,107,134,157,111,98,266,45,804,117,0,1,3,11,30,0,0,0,0,16,0,1
109949,NA1_5437901803,24,104,134,18,117,127,234,34,222,267,1,1,2,9,37,0,0,2,3,17,0,1
109950,NA1_5437864498,98,203,25,21,147,24,20,777,18,117,0,1,2,7,35,1,0,3,7,29,0,1
109951,NA1_5437836357,19,154,112,236,267,904,266,4,21,61,0,0,1,1,18,1,1,4,11,34,1,0
109952,NA1_5437697587,421,427,163,18,432,904,131,101,222,267,1,1,2,10,32,0,0,3,2,19,0,1
109953,NA1_5437674607,904,24,63,523,888,41,121,112,895,432,1,1,2,10,26,0,0,2,2,20,0,1
109954,NA1_5437659642,133,64,38,18,267,904,799,517,81,43,0,0,0,1,17,0,0,1,0,9,0,1
109955,NA1_5437644254,904,24,38,67,89,31,36,8,18,412,0,1,3,3,19,0,0,0,1,7,0,1
109956,NA1_5437622326,98,107,8,222,40,266,904,79,236,16,0,0,0,1,16,1,1,4,11,33,1,0
109957,NA1_5437577886,897,517,7,202,40,904,131,91,236,412,0,1,2,5,38,1,0,2,7,29,1,0
109958,NA1_5437561837,68,266,54,523,57,887,59,157,236,40,0,1,1,9,41,1,0,3,3,36,0,1
109959,NA1_5437544435,27,14,91,145,40,106,64,166,523,267,0,0,2,5,35,1,1,3,10,31,1,0
109960,NA1_5437533085,904,59,103,236,31,238,517,166,110,555,1,1,4,9,33,0,0,0,6,14,0,1
109961,NA1_5437523058,266,104,161,202,89,904,54,90,236,267,0,1,2,3,26,1,0,2,9,36,1,0
109962,NA1_5436997020,24,141,103,235,63,516,120,9,222,117,0,0,1,9,25,0,1,2,2,20,0,1
109963,NA1_5436592062,82,107,90,51,34,10,104,39,50,45,1,1,4,11,46,0,0,0,1,27,0,1
109964,NA1_5433192736,39,36,41,115,57,8,234,950,202,50,0,0,1,1,20,0,1,2,10,42,1,0
109965,NA1_5423104845,267,74,10,80,126,51,150,904,142,799,0,0,0,2,72,0,0,0,4,80,1,0
109966,NA1_5422348115,777,91,800,22,25,86,141,115,67,34,0,1,2,2,24,0,0,1,0,10,0,1
109967,NA1_5417132909,40,897,804,222,103,233,142,72,147,238,0,0,0,2,63,0,0,0,1,63,0,1
109968,NA1_5417099401,122,90,516,888,234,145,4,112,30,78,0,0,0,0,57,0,0,0,0,0,0,1
109969,NA1_5405373722,17,78,3,555,111,106,67,34,59,57,0,0,0,0,59,0,0,0,0,0,0,1
109970,NA1_5401848926,17,5,804,53,202,41,222,9,1,81,0,0,0,0,52,0,0,0,0,0,0,1
109971,NA1_5397899722,27,145,350,202,41,43,115,84,17,63,0,0,0,0,51,0,0,0,0,0,0,1
109972,NA1_5397891843,143,517,254,245,4,142,41,53,114,32,0,0,0,0,39,0,0,0,0,0,0,1
109973,NA1_5388085475,92,233,45,51,267,36,234,41,21,143,0,0,2,5,41,3,0,3,13,43,1,0
109974,NA1_5388056728,82,77,14,22,16,13,62,268,67,34,0,0,2,7,20,1,1,3,8,36,1,0
109975,NA1_5387351492,16,875,78,62,233,875,41,147,80,44,0,0,0,0,55,0,0,0,0,0,0,1
109976,NA1_5384681735,150,246,38,222,518,114,11,61,51,34,1,0,4,9,38,1,1,1,6,31,0,1
109977,NA1_5381317194,5,421,36,876,99,33,161,72,3,106,0,0,0,0,52,0,0,0,0,0,0,1
109978,NA1_5381282772,141,876,55,800,555,157,154,41,42,99,0,1,3,5,35,0,0,0,3,11,0,1
109979,NA1_5381237551,24,28,61,21,80,875,56,800,119,34,0,0,0,3,15,1,1,4,7,28,1,0
109980,NA1_5379940356,31,141,134,202,34,875,19,90,110,117,0,0,0,3,36,1,1,4,8,41,1,0
109981,NA1_5376238739,516,234,23,145,412,233,30,76,67,34,0,1,2,7,39,1,0,2,7,37,1,0
109982,NA1_5438212615,39,234,101,22,25,58,104,127,21,89,0,1,1,2,29,1,0,3,11,41,1,0
109983,NA1_5438190872,69,11,103,22,40,98,64,142,21,37,0,0,2,3,20,0,0,0,0,9,0,1
109984,NA1_5437239685,58,68,246,236,111,122,799,142,45,147,1,1,3,6,57,1,0,4,9,68,1,0
109985,NA1_5437192853,24,107,50,221,101,92,799,876,22,117,0,0,1,5,41,1,1,4,9,55,1,0
109986,NA1_5437158531,904,126,134,221,43,240,799,910,800,99,0,0,0,2,18,0,0,2,7,44,1,0
109987,NA1_5436459022,10,11,30,498,526,41,9,157,147,40,0,1,3,11,30,0,0,0,0,21,0,1
109988,NA1_5435451660,85,246,238,221,555,517,266,711,498,497,1,1,4,6,38,0,0,0,6,35,1,0
109989,NA1_5435058511,92,102,901,16,43,266,121,4,42,60,2,1,3,8,37,0,0,3,5,33,0,1
109990,NA1_5435033444,84,107,103,268,350,799,254,142,45,99,0,0,0,1,9,0,1,3,6,20,1,0
109991,NA1_5433409607,77,799,268,81,201,904,91,55,901,37,0,0,1,1,12,0,1,1,4,25,1,0
109992,NA1_5433370388,420,25,142,895,40,126,427,246,163,89,0,0,2,3,27,0,0,1,2,25,0,1
109993,NA1_5433344288,34,126,105,81,25,164,421,30,145,80,0,0,1,1,20,0,0,0,0,12,0,1
109994,NA1_5433320934,799,28,893,21,25,122,141,3,51,412,0,1,2,4,29,0,0,0,0,13,0,1
109995,NA1_5433305187,31,28,221,99,142,4,56,55,895,412,0,0,0,0,7,0,0,0,0,3,0,1
109996,NA1_5433265113,86,28,517,800,99,58,64,238,67,350,1,0,2,9,45,0,1,1,3,33,0,1
109997,NA1_5433230805,122,91,103,800,235,92,9,112,157,350,1,1,3,10,47,0,0,1,3,26,0,1
109998,NA1_5433200607,106,200,50,21,89,154,54,142,222,412,1,0,1,8,29,0,1,3,4,29,0,1
109999,NA1_5431943451,36,904,84,110,43,142,64,103,51,526,0,1,2,10,20,0,0,1,1,12,0,1
110000,NA1_5431908551,54,59,112,15,89,24,266,517,800,40,2,1,3,6,43,1,0,3,11,35,1,0
110001,NA1_5431884471,799,107,157,901,902,98,76,103,29,40,0,0,2,10,28,0,1,2,4,17,0,1
110002,NA1_5419496133,80,107,427,804,131,104,62,145,161,89,0,0,0,4,53,0,0,0,2,46,0,1
110003,NA1_5419474319,412,18,518,202,12,234,7,516,67,61,0,0,0,1,34,0,0,0,4,45,1,0
110004,NA1_5419450931,904,421,236,50,518,141,90,804,76,526,0,0,0,4,50,0,0,0,0,32,0,1
110005,NA1_5402693733,3,145,102,68,45,55,4,13,234,236,0,0,0,1,37,0,0,0,1,34,0,1
110006,NA1_5400091947,145,105,412,498,163,74,893,266,777,497,0,0,0,4,53,0,0,0,0,34,0,1
110007,NA1_5400089070,777,412,5,13,222,34,59,221,201,10,0,0,0,4,61,0,0,0,3,64,0,1
110008,NA1_5400081567,67,72,202,104,13,7,9,126,711,61,0,0,0,4,57,0,0,0,3,69,0,1
110009,NA1_5400083250,75,268,43,136,79,236,13,143,86,64,0,0,0,0,6,0,0,0,1,8,1,0
110010,NA1_5400082864,222,234,110,120,114,111,150,117,221,76,0,0,0,0,21,0,0,0,2,33,1,0
110011,NA1_5400077268,893,56,112,147,45,86,555,523,888,53,0,0,0,1,59,0,0,0,4,64,1,0
110012,NA1_5400067844,62,98,127,201,518,25,246,9,143,80,0,0,0,4,59,0,0,0,2,72,0,1
110013,NA1_5400063302,888,897,38,110,16,29,64,41,117,86,0,0,0,1,10,0,0,0,0,6,0,1
110014,NA1_5400059034,45,163,266,134,64,53,29,518,54,103,0,0,0,1,39,0,0,0,4,63,1,0
110015,NA1_5400050632,2,804,134,11,777,910,51,518,875,34,0,0,0,4,40,0,0,0,2,36,0,1
110016,NA1_5398132089,4,266,78,516,804,25,150,203,7,45,0,0,0,4,59,0,0,0,1,45,0,1
110017,NA1_5431603534,887,62,161,221,350,799,19,246,82,10,0,1,2,7,34,1,0,2,9,43,0,1
110018,NA1_5431569969,23,2,61,51,497,904,11,163,221,267,0,1,0,6,17,0,0,1,2,10,0,1
110019,NA1_5424513049,85,42,30,221,111,234,876,55,800,235,0,0,0,3,30,1,1,5,13,55,1,0
110020,NA1_5424487479,254,9,163,523,902,24,56,910,74,53,0,0,1,1,9,0,1,2,3,26,1,0
110021,NA1_5424453416,254,9,163,904,432,799,28,157,119,800,1,0,4,11,58,1,1,2,8,64,0,1
110022,NA1_5424429391,887,20,99,18,43,31,421,800,804,101,0,0,0,2,17,0,1,4,9,46,1,0
110023,NA1_5424394189,58,75,83,222,80,122,20,55,29,555,0,0,1,9,24,2,1,4,11,61,1,0
110024,NA1_5424371181,114,24,55,29,43,39,35,103,99,142,0,1,2,7,25,0,0,2,5,40,1,0
110025,NA1_5424350080,904,154,55,51,432,875,78,8,901,17,0,0,1,1,27,1,0,3,10,29,1,0
110026,NA1_5423070518,10,20,34,18,117,904,517,45,21,89,0,1,0,4,20,1,0,4,8,27,1,0
110027,NA1_5422743780,904,28,55,202,50,266,35,51,115,235,0,1,1,3,22,0,0,1,0,9,0,1
110028,NA1_5422277845,122,245,4,22,161,86,59,84,81,147,0,1,2,5,24,1,0,3,8,34,1,0
110029,NA1_5422270623,23,9,39,29,117,114,106,34,202,902,0,0,0,0,2,0,0,0,0,0,0,1
110030,NA1_5422252642,98,5,99,29,800,887,24,50,119,40,0,0,0,1,19,0,1,4,7,30,1,0
110031,NA1_5422231188,122,904,45,51,267,58,91,99,15,902,0,0,2,2,26,1,1,3,11,40,1,0
110032,NA1_5422212243,799,32,800,21,40,83,887,99,110,526,0,0,2,3,17,1,1,2,11,32,1,0
110033,NA1_5421633660,74,233,157,360,143,36,23,161,29,223,1,0,2,11,49,0,1,3,3,54,0,1
110034,NA1_5421608400,24,31,55,901,16,887,104,161,21,267,1,1,3,11,34,0,0,1,2,17,0,1
110035,NA1_5421580301,98,904,69,223,117,157,105,161,67,32,2,0,3,7,43,0,1,3,9,34,1,0
110036,NA1_5421554691,79,141,69,81,43,799,121,131,236,161,0,0,1,3,20,1,1,4,9,33,1,0
110037,NA1_5438518318,143,20,910,238,121,41,141,24,15,22,0,0,0,0,59,0,0,0,0,0,0,1
110038,NA1_5438497154,223,23,9,902,157,62,7,86,266,90,0,0,0,0,47,0,0,0,0,0,0,1
110039,NA1_5438483521,19,27,56,516,23,5,360,85,82,34,0,0,0,0,40,0,0,0,0,0,0,1
110040,NA1_5438466310,111,15,107,950,799,74,37,166,110,223,0,0,0,0,53,0,0,0,0,0,0,1
110041,NA1_5438460841,427,223,17,18,106,222,63,25,910,427,0,0,0,0,56,0,0,0,0,0,0,1
110042,NA1_5437811552,777,154,82,164,10,54,142,12,166,29,0,0,0,0,62,0,0,0,0,0,0,1
110043,NA1_5437793166,516,72,115,238,37,55,89,11,897,777,0,0,0,0,58,0,0,0,0,0,0,1
110044,NA1_5437621588,10,804,86,99,154,901,245,31,497,31,0,0,0,0,61,0,0,0,0,0,0,1
110045,NA1_5437608722,163,201,55,233,86,17,202,145,77,150,0,0,0,0,55,0,0,0,0,0,0,1
110046,NA1_5437593024,35,104,122,11,51,432,202,147,6,201,0,0,0,0,48,0,0,0,0,0,0,1
110047,NA1_5437582549,98,36,517,166,2,50,147,23,27,83,0,0,0,0,45,0,0,0,0,0,0,1
110048,NA1_5437571546,42,74,82,157,555,76,82,77,79,254,0,0,0,0,63,0,0,0,0,0,0,1
110049,NA1_5437566781,114,360,60,11,804,150,420,157,901,50,0,0,0,0,42,0,0,0,0,0,0,1
110050,NA1_5437539674,517,350,498,233,67,350,110,89,111,8,0,0,0,0,57,0,0,0,0,0,0,1
110051,NA1_5437531495,35,412,51,56,64,166,904,32,114,32,0,0,0,0,60,0,0,0,0,0,0,1
110052,NA1_5437024814,78,31,223,904,45,21,412,33,234,48,0,0,0,0,62,0,0,0,0,0,0,1
110053,NA1_5437007567,517,254,12,2,28,27,15,15,555,3,0,0,0,0,54,0,0,0,0,0,0,1
110054,NA1_5436980112,133,254,222,64,34,161,875,245,163,101,0,0,0,0,61,0,0,0,0,0,0,1
110055,NA1_5436968007,904,3,121,57,518,64,897,17,106,69,0,0,0,0,41,0,0,0,0,0,0,1
110056,NA1_5436796045,904,103,76,78,117,17,120,54,1,3,0,0,0,0,57,0,0,0,0,0,0,1
110057,NA1_5397453174,96,38,31,63,81,105,235,133,117,143,0,0,0,4,87,0,0,0,4,100,0,1
110058,NA1_5397222827,35,83,96,117,516,12,25,895,4,51,0,0,0,4,61,0,0,0,1,41,0,1
110059,NA1_5397206086,41,145,120,101,222,122,8,112,110,21,0,0,0,4,55,0,0,0,1,53,0,1
110060,NA1_5397178835,142,131,115,5,81,157,45,800,16,154,0,0,0,2,48,0,0,0,4,65,1,0
110061,NA1_5397167243,22,79,145,498,30,29,420,5,90,111,0,0,0,3,49,0,0,0,0,31,0,1
110062,NA1_5397157109,888,15,105,22,711,53,222,412,517,145,0,0,0,4,54,0,0,0,1,41,0,1
110063,NA1_5397135101,13,157,84,62,497,41,76,145,38,150,0,0,0,3,61,0,0,0,1,58,0,1
110064,NA1_5397126187,11,145,12,147,22,50,102,141,15,104,0,0,0,3,60,0,0,0,1,48,0,1
110065,NA1_5396749554,99,202,98,235,61,517,9,92,157,11,0,0,0,4,99,0,0,0,4,69,1,0
110066,NA1_5396732130,43,203,5,893,101,18,35,113,110,55,0,0,0,4,63,0,0,0,0,42,0,1
110067,NA1_5396503107,12,34,895,1,3,101,111,161,18,98,0,0,0,1,66,0,0,0,4,82,1,0
110068,NA1_5396486251,267,1,59,64,33,2,143,804,800,497,0,0,0,1,43,0,0,0,4,58,1,0
110069,NA1_5396475760,526,81,142,79,236,64,141,42,412,18,0,0,0,1,45,0,0,0,4,60,1,0
110070,NA1_5396467986,154,67,117,254,1,86,518,804,102,4,0,0,0,2,35,0,0,0,0,26,0,1
110071,NA1_5396449733,238,221,110,517,888,37,800,10,876,266,0,0,0,4,51,0,0,0,1,50,0,1
110072,NA1_5396439888,266,101,43,21,127,110,15,31,142,79,0,0,0,2,47,0,0,0,2,33,0,1
110073,NA1_5396343020,147,32,432,74,222,62,201,7,157,119,0,0,0,2,55,0,0,0,4,67,1,0
110074,NA1_5396086747,136,105,21,427,14,90,29,98,523,45,0,0,0,1,61,0,0,0,4,71,1,0
110075,NA1_5395293471,84,89,895,104,203,78,202,115,412,16,0,0,0,3,41,0,0,0,4,65,1,0
110076,NA1_5395270558,80,111,74,121,429,134,103,67,50,53,0,0,0,4,77,0,0,0,1,66,0,1
110077,NA1_5434897681,58,19,103,77,412,78,517,777,51,60,0,1,1,2,14,0,0,1,6,37,1,0
110078,NA1_5434866653,799,121,84,67,902,114,19,61,22,111,0,1,3,10,41,0,0,0,1,13,0,1
110079,NA1_5424178112,92,59,61,67,350,98,19,910,119,267,0,0,1,0,10,0,1,2,3,20,1,0
110080,NA1_5424165728,92,19,800,901,79,164,245,238,804,9,0,1,2,6,27,0,0,0,0,14,0,1
110081,NA1_5423542738,904,64,1,498,555,24,19,163,119,412,0,0,0,1,9,0,1,3,7,23,1,0
110082,NA1_5423527050,122,19,3,21,40,420,904,84,523,43,0,1,3,9,28,0,0,0,1,4,0,1
110083,NA1_5423505212,126,19,25,51,12,58,203,134,18,101,0,1,2,8,38,1,0,3,10,47,1,0
110084,NA1_5423493610,58,517,246,81,350,69,19,39,18,117,0,0,1,2,17,0,1,2,12,37,1,0
110085,NA1_5423485152,19,154,103,804,412,106,799,9,18,161,0,0,1,1,25,0,0,1,1,12,0,1
110086,NA1_5423468327,54,19,61,81,99,17,427,161,901,526,2,1,3,10,37,0,0,1,3,17,0,1
110087,NA1_5423455527,19,517,105,202,143,875,200,103,50,113,1,0,1,7,41,0,1,3,8,38,0,1
110088,NA1_5422802756,14,141,134,21,432,24,19,112,360,800,0,1,3,4,39,0,0,0,2,22,0,1
110089,NA1_5422785097,83,107,10,22,201,80,19,223,21,44,0,0,1,2,16,1,1,3,12,34,1,0
110090,NA1_5422777303,75,517,90,202,43,14,19,13,22,147,0,0,1,3,19,1,1,3,9,36,1,0
110091,NA1_5422772101,875,19,90,800,22,904,234,134,15,43,1,1,2,3,29,0,0,3,7,44,1,0
110092,NA1_5422088724,19,56,517,236,89,106,141,7,22,91,2,0,2,8,44,0,1,3,8,39,0,1
110093,NA1_5422084843,86,113,777,800,16,122,19,517,202,101,0,1,3,6,31,0,0,0,2,15,0,1
110094,NA1_5422069896,14,19,800,81,43,875,904,61,22,902,0,1,3,6,22,0,0,0,1,7,0,1
110095,NA1_5438815401,23,234,202,22,89,875,76,103,51,111,0,0,1,0,9,0,0,1,1,14,1,0
110096,NA1_5437041397,82,950,12,901,32,110,77,45,80,516,0,1,3,6,30,0,0,0,0,13,0,1
110097,NA1_5436823200,904,245,90,51,235,82,56,103,498,111,0,0,2,7,23,0,1,3,4,29,0,1
110098,NA1_5436790079,75,233,800,222,904,122,154,25,22,111,0,0,2,4,23,0,1,2,8,38,1,0
110099,NA1_5435665023,39,24,90,804,412,82,113,142,21,111,0,1,2,4,21,0,0,1,1,5,0,1
110100,NA1_5435655180,23,56,136,22,800,14,233,103,29,89,0,0,0,8,23,1,0,3,8,40,1,0
110101,NA1_5435159009,122,24,61,18,432,904,113,245,67,111,0,0,1,0,10,0,0,0,1,7,0,1
110102,NA1_5435120451,17,9,10,22,111,799,233,517,29,350,0,0,1,4,38,1,1,4,8,40,0,1
110103,NA1_5435016090,150,245,50,22,111,48,200,4,42,143,1,1,1,13,39,0,0,3,7,33,0,1
110104,NA1_5434889620,86,11,245,15,25,799,48,55,115,50,0,0,0,1,11,0,0,2,2,19,1,0
110105,NA1_5434881284,86,233,777,50,147,516,799,157,15,25,0,1,2,3,15,0,0,0,1,16,0,1
110106,NA1_5434043327,904,59,103,22,201,133,266,84,51,432,1,1,1,8,42,0,0,3,6,29,0,1
110107,NA1_5434020492,897,233,3,22,111,82,234,99,21,888,0,1,3,2,15,1,0,2,11,36,1,0
110108,NA1_5433985869,875,72,55,145,800,420,11,222,119,25,2,0,2,9,42,0,1,3,5,35,0,1
110109,NA1_5433966780,904,11,25,21,147,887,141,103,22,154,0,0,1,5,33,1,1,3,8,36,1,0
