gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
LOLTMNT02_264540,LTA S,15.09,150,113,95,103,5,0,128,178,1,36,122
LOLTMNT05_130732,LEC,15.09,150,100,36,4,46,1,171,22,20,83,136
LOLTMNT02_263703,LTA S,15.09,46,85,101,114,147,1,129,169,125,176,118
LOLTMNT05_130733,LEC,15.09,181,30,64,122,174,0,95,131,14,118,5
LOLTMNT02_263715,LTA S,15.09,104,141,62,43,171,0,10,107,4,0,13
LOLTMNT02_264596,LTA N,15.09,163,178,14,104,105,1,57,36,131,171,118
LOLTMNT02_264603,LTA N,15.09,128,141,58,146,114,0,40,113,150,4,140
LOLTMNT02_263770,LTA N,15.09,128,113,155,27,4,0,5,181,90,64,124
LOLTMNT02_263775,LTA N,15.09,178,36,150,105,82,0,57,141,1,10,20
LOLTMNT02_263799,LCKC,15.09,14,100,40,85,20,1,128,113,181,95,4
LOLTMNT02_263811,LCKC,15.09,178,5,150,176,118,1,1,36,125,156,114
LOLTMNT02_264669,LCKC,15.09,163,104,43,105,27,1,64,171,124,182,175
LOLTMNT02_263837,LCKC,15.09,178,46,1,95,4,0,128,113,181,85,20
LOLTMNT02_264695,LCKC,15.09,171,57,141,58,82,0,125,83,29,62,103
LOLTMNT02_263852,PCS,15.09,46,85,101,141,181,1,104,178,95,43,2
12049-12049_game_1,LPL,15.09,181,131,95,122,182,0,100,163,8,103,139
LOLTMNT02_264723,PCS,15.09,113,128,62,1,118,0,170,58,57,82,40
LOLTMNT02_263884,LCKC,15.09,100,163,139,40,104,0,57,131,171,64,23
12049-12049_game_2,LPL,15.09,169,85,101,13,57,0,104,113,36,129,102
LOLTMNT02_263901,PCS,15.09,14,178,128,95,122,0,113,171,57,85,101
LOLTMNT02_263904,LCKC,15.09,125,105,103,95,111,1,43,83,82,27,58
12050-12050_game_1,LPL,15.09,169,128,163,2,122,1,150,178,46,58,114
LOLTMNT02_263942,PCS,15.09,163,80,111,5,114,1,46,13,58,54,34
LOLTMNT02_264779,LCKC,15.09,178,129,56,187,86,1,1,0,113,85,101
12050-12050_game_2,LPL,15.09,95,100,182,103,13,0,139,175,171,85,82
LOLTMNT02_264826,PCS,15.09,27,103,129,56,60,1,36,104,139,175,20
LOLTMNT05_130766,LEC,15.09,90,46,155,122,58,0,139,105,56,62,44
LOLTMNT02_264892,NEXO,15.09,169,1,95,136,112,1,178,14,58,82,0
LOLTMNT05_131798,LEC,15.09,131,57,36,171,118,0,95,178,103,112,146
LOLTMNT02_265113,NEXO,15.09,163,122,150,125,105,1,95,181,37,5,104
LOLTMNT05_131801,LEC,15.09,150,113,62,182,122,0,169,1,5,118,176
LOLTMNT02_264972,NEXO,15.09,150,163,120,20,136,0,181,131,95,104,172
LOLTMNT05_131808,LEC,15.09,163,178,13,111,65,0,128,14,100,124,64
LOLTMNT02_265198,NEXO,15.09,36,178,172,60,20,0,169,1,118,62,136
LOLTMNT02_266064,NEXO,15.09,163,131,182,49,4,1,141,27,38,103,93
LOLTMNT02_266076,CD,15.09,178,150,95,122,40,0,169,1,128,36,82
LOLTMNT02_265247,LRN,15.09,169,5,36,171,122,1,178,163,13,0,103
LOLTMNT02_265261,CD,15.09,100,62,103,56,171,0,85,113,20,125,129
LOLTMNT02_266085,LRN,15.09,131,150,57,95,133,1,100,85,94,14,182
LOLTMNT02_265281,CD,15.09,57,178,1,85,101,0,131,46,27,95,118
LOLTMNT02_266102,LRN,15.09,113,64,124,172,2,0,191,27,118,41,142
LOLTMNT02_265286,CD,15.09,128,169,150,64,124,0,5,122,40,113,10
LOLTMNT02_266115,CD,15.09,14,4,43,58,114,1,125,62,34,155,105
LOLTMNT02_265397,LCKC,15.09,113,150,128,59,103,0,178,57,1,176,82
LOLTMNT02_266242,LCKC,15.09,163,46,175,122,8,1,171,141,36,5,20
LOLTMNT02_265423,PCS,15.09,169,1,163,38,118,1,14,114,36,46,4
12051-12051_game_1,LPL,15.09,113,150,46,58,103,1,128,163,8,4,54
LOLTMNT02_266262,LCKC,15.09,95,105,4,125,27,0,155,52,44,58,60
LOLTMNT02_266266,PCS,15.09,150,60,170,22,82,1,100,8,0,176,124
12051-12051_game_2,LPL,15.09,139,175,187,2,20,1,178,62,112,111,114
LOLTMNT02_266286,PCS,15.09,170,163,103,44,13,0,100,57,150,36,82
12051-12051_game_3,LPL,15.09,182,146,131,176,118,1,95,90,125,75,122
LOLTMNT02_265520,LCKC,15.09,100,5,1,176,118,0,46,14,178,64,124
LOLTMNT02_266330,PCS,15.09,128,80,8,124,155,0,113,182,40,85,94
LOLTMNT02_265570,LCKC,15.09,57,191,27,4,58,0,155,52,139,95,103
12052-12052_game_1,LPL,15.09,150,100,182,36,82,1,113,14,56,95,122
12052-12052_game_2,LPL,15.09,163,60,103,54,111,0,57,58,4,8,175
LOLTMNT02_266418,HM,15.09,14,58,178,43,4,0,181,163,90,182,15
LOLTMNT02_265655,HM,15.09,95,186,83,103,136,1,150,100,5,85,20
LOLTMNT02_265689,HM,15.09,57,59,86,141,146,0,122,27,112,113,8
LOLTMNT05_131830,PRM,15.09,150,170,128,140,4,0,163,131,181,60,37
LOLTMNT02_265683,ROL,15.09,122,57,105,155,60,1,36,107,103,111,139
LOLTMNT05_130810,PRM,15.09,150,131,57,36,15,1,8,95,139,4,74
LOLTMNT02_265709,HM,15.09,46,107,111,10,40,0,118,175,171,71,155
LOLTMNT05_130817,PRM,15.09,163,141,14,125,104,1,1,113,58,118,105
LOLTMNT02_265712,ROL,15.09,163,30,14,118,125,1,58,131,188,4,56
LOLTMNT05_131835,PRM,15.09,169,0,40,85,101,0,90,171,43,36,115
LOLTMNT05_130821,PRM,15.09,169,11,59,122,56,0,176,171,46,54,103
LOLTMNT05_130826,PRM,15.09,64,124,100,111,5,1,163,14,141,122,182
LOLTMNT02_266542,ROL,15.09,178,69,115,5,9,1,156,86,84,10,128
LOLTMNT05_131854,LEC,15.09,163,100,103,1,0,1,14,58,178,124,43
LOLTMNT02_266543,LPLOL,15.09,42,133,139,122,49,1,57,178,82,142,24
LOLTMNT05_130832,PRM,15.09,83,155,82,56,176,0,95,54,129,103,136
LOLTMNT02_265785,LRS,15.09,169,1,58,0,4,1,100,95,122,2,125
LOLTMNT02_266585,LPLOL,15.09,163,60,114,49,122,0,136,58,14,113,189
LOLTMNT05_131859,PRM,15.09,170,62,4,139,147,0,58,90,118,146,60
LOLTMNT02_266606,LRS,15.09,163,175,128,124,129,0,178,85,40,118,111
LOLTMNT02_265812,CD,15.09,169,1,58,118,139,1,131,104,129,176,0
LOLTMNT02_266616,LPLOL,15.09,178,133,181,15,114,0,169,59,13,94,0
LOLTMNT02_265821,CD,15.09,113,10,20,128,2,1,90,95,14,115,5
LOLTMNT02_265820,LRS,15.09,181,105,103,27,139,0,83,155,82,10,98
LOLTMNT02_265835,LPLOL,15.09,113,127,104,22,20,0,46,136,163,82,186
LOLTMNT02_266653,CD,15.09,46,178,181,58,82,0,57,131,13,27,122
LOLTMNT02_265852,LRS,15.09,57,141,20,187,49,1,131,182,36,65,171
LOLTMNT02_266665,CD,15.09,1,100,139,176,103,0,128,169,145,95,4
LOLTMNT02_265983,LCK,15.09,14,128,178,62,104,1,57,113,1,64,136
LOLTMNT02_265989,LCK,15.09,181,131,34,95,0,1,139,85,94,90,155
LOLTMNT02_265991,PCS,15.09,178,46,129,187,82,0,56,150,172,58,4
12053-12053_game_1,LPL,15.09,150,178,46,36,4,0,128,169,62,146,118
LOLTMNT02_265995,LCK,15.09,46,107,8,59,86,0,114,129,5,176,18
LOLTMNT02_266787,PCS,15.09,163,65,141,1,105,0,57,36,103,19,5
12053-12053_game_2,LPL,15.09,141,163,125,65,8,0,182,83,181,124,64
LOLTMNT02_266807,PCS,15.09,169,8,128,62,118,0,1,100,40,58,4
LOLTMNT02_266810,LCK,15.09,113,43,14,62,104,0,46,131,181,95,37
LOLTMNT02_266844,PCS,15.09,150,139,178,85,103,0,57,111,175,95,122
12054-12054_game_1,LPL,15.09,139,100,129,64,124,1,113,163,1,4,182
LOLTMNT02_267069,LCK,15.09,178,139,150,85,20,1,57,8,80,36,122
12054-12054_game_2,LPL,15.09,14,141,10,103,125,0,36,178,146,65,112
LOLTMNT02_267106,HLL,15.09,163,46,2,16,122,1,95,181,44,103,72
LOLTMNT02_267104,LCK,15.09,100,163,4,40,23,1,128,1,175,44,176
LOLTMNT02_266928,HLL,15.09,128,170,36,147,82,1,60,113,62,150,118
LOLTMNT02_266937,HM,15.09,57,131,128,140,118,1,90,181,139,10,133
LOLTMNT02_266952,HLL,15.09,27,107,111,94,136,1,10,178,5,1,65
LOLTMNT02_267164,NEXO,15.09,181,44,83,155,4,1,100,1,60,122,62
LOLTMNT05_130878,TCL,15.09,95,113,14,103,139,1,122,178,36,1,0
LOLTMNT02_266973,HM,15.09,178,14,59,86,60,0,111,95,82,56,80
LOLTMNT05_130894,TCL,15.09,100,58,104,27,46,0,128,170,4,40,140
LOLTMNT02_266987,NEXO,15.09,163,113,150,56,20,1,27,175,103,14,88
LOLTMNT02_267192,LVP SL,15.09,128,150,114,163,82,0,100,5,36,49,104
LOLTMNT05_130892,NLC,15.09,57,169,171,62,103,0,150,100,139,64,124
LOLTMNT05_131908,LFL,15.09,1,113,46,58,65,1,128,178,150,104,62
LOLTMNT02_266995,HM,15.09,171,113,46,85,101,0,180,188,122,43,185
LOLTMNT05_131918,PRM,15.09,57,163,147,146,131,1,111,178,88,4,27
LOLTMNT05_131921,NLC,15.09,178,111,32,118,43,1,113,95,20,93,88
LOLTMNT05_130909,LFL,15.09,57,131,146,140,118,0,36,90,5,2,122
LOLTMNT02_267222,NEXO,15.09,100,62,111,122,114,1,36,178,136,171,4
LOLTMNT05_131920,EBL,15.09,128,169,1,95,82,1,163,5,131,49,4
LOLTMNT02_267240,LVP SL,15.09,1,178,43,10,20,1,27,105,125,155,122
LOLTMNT05_131923,TCL,15.09,62,82,57,52,136,1,176,118,182,175,8
LOLTMNT05_131928,PRM,15.09,1,170,60,36,103,1,128,95,113,93,141
LOLTMNT05_131929,EBL,15.09,36,113,150,46,114,1,62,178,171,139,154
LOLTMNT05_130914,NLC,15.09,27,131,56,114,49,1,122,155,83,60,147
LOLTMNT02_268047,LVP SL,15.09,150,100,40,85,101,1,113,128,27,118,155
LOLTMNT02_268049,NEXO,15.09,52,62,93,4,139,0,169,36,171,118,46
LOLTMNT05_131931,TCL,15.09,163,83,125,146,20,0,64,90,105,18,2
LOLTMNT05_131930,LFL,15.09,163,5,100,111,20,1,128,178,58,82,14
LOLTMNT05_131935,PRM,15.09,171,107,112,140,15,1,40,100,118,139,187
LOLTMNT05_131938,EBL,15.09,155,52,82,125,36,1,169,163,1,118,110
LOLTMNT05_130922,AL,15.09,57,100,1,62,104,1,139,178,146,36,82
LOLTMNT02_267292,LVP SL,15.09,163,1,175,4,43,0,95,122,170,145,146
LOLTMNT05_131940,NLC,15.09,90,4,125,59,129,0,82,52,0,22,24
LOLTMNT05_130925,TCL,15.09,5,22,65,173,147,0,85,101,71,80,129
LOLTMNT05_130926,LFL,15.09,131,86,10,181,71,1,113,95,43,122,13
LOLTMNT02_268097,NEXO,15.09,27,131,147,139,103,0,95,171,82,169,5
LOLTMNT05_131944,EBL,15.09,113,78,122,114,9,0,178,111,20,112,176
LOLTMNT02_268105,LVP SL,15.09,62,104,139,141,11,1,176,171,82,0,83
LOLTMNT05_130932,AL,15.09,128,95,122,111,107,1,182,113,64,13,114
LOLTMNT05_130931,PRM,15.09,169,139,24,187,86,1,181,137,182,140,143
LOLTMNT02_267329,CD,15.09,163,139,104,1,107,1,57,90,27,15,10
LOLTMNT02_268117,LRN,15.09,150,60,178,32,103,1,128,113,1,85,20
LOLTMNT05_131947,EBL,15.09,100,187,136,49,15,1,107,59,86,98,2
LOLTMNT05_131948,PRM,15.09,178,136,14,36,65,1,30,171,107,104,64
LOLTMNT05_131949,AL,15.09,150,52,125,155,4,1,171,54,0,103,176
LOLTMNT02_268119,CD,15.09,128,113,58,122,14,1,13,95,186,141,82
LOLTMNT02_268121,LRN,15.09,169,82,36,182,171,0,57,104,100,14,58
LOLTMNT02_267336,CD,15.09,104,113,5,95,150,0,178,128,65,58,186
LOLTMNT02_267338,CD,15.09,57,36,122,105,181,1,131,10,4,171,182
LOLTMNT02_268133,LRN,15.09,131,4,129,27,56,0,170,122,62,40,139
LOLTMNT02_267411,LCKC,15.09,113,14,139,176,4,1,150,178,5,118,85
LOLTMNT02_268194,LCKC,15.09,57,113,1,85,101,0,150,46,163,141,65
LOLTMNT02_267413,LCKC,15.09,113,57,129,176,118,1,150,46,100,85,103
LOLTMNT02_268203,LCKC,15.09,57,131,181,36,82,1,182,1,175,62,103
LOLTMNT02_268204,LCKC,15.09,178,146,62,82,0,0,171,131,5,36,122
LOLTMNT02_267430,LCKC,15.09,128,171,103,58,80,1,14,40,36,122,54
LOLTMNT02_268213,LCKC,15.09,105,43,27,187,4,1,125,111,83,118,9
LOLTMNT02_267443,LCKC,15.09,46,105,27,58,65,0,128,95,129,170,18
LOLTMNT02_268237,LCK,15.09,46,175,1,58,82,0,150,113,71,36,122
LOLTMNT02_268242,LCK,15.09,105,139,27,10,20,1,57,171,141,163,15
12055-12055_game_1,LPL,15.09,128,58,178,82,14,1,163,113,40,103,2
LOLTMNT02_268252,LCK,15.09,14,131,5,85,34,0,64,8,182,104,54
12055-12055_game_2,LPL,15.09,169,171,182,155,104,1,175,139,150,95,118
LOLTMNT02_268254,RL,15.09,36,113,150,122,5,0,85,169,101,188,23
LOLTMNT02_267527,RL,15.09,163,141,103,56,11,0,54,155,82,171,43
LOLTMNT02_268294,LCK,15.09,46,178,146,58,122,1,171,113,5,95,20
12055-12055_game_3,LPL,15.09,114,57,146,64,124,1,187,131,5,65,94
LOLTMNT02_268307,RL,15.09,86,173,9,93,139,1,178,62,118,49,182
LOLTMNT02_268312,LCK,15.09,150,182,175,10,114,1,1,57,100,4,36
12056-12056_game_1,LPL,15.09,150,128,36,20,178,1,113,95,46,4,1
LOLTMNT02_268329,RL,15.09,27,4,83,147,0,1,95,90,125,131,177
LOLTMNT02_267561,HLL,15.09,128,169,58,150,82,1,163,46,60,2,20
LOLTMNT02_268334,LCK,15.09,14,176,118,56,151,1,85,101,156,190,136
12056-12056_game_2,LPL,15.09,139,85,101,175,49,0,129,62,103,100,60
LOLTMNT02_268348,HLL,15.09,113,36,103,88,147,0,27,131,4,43,188
LOLTMNT02_267573,RL,15.09,187,6,184,142,60,1,140,52,25,133,110
LOLTMNT02_268353,HM,15.09,178,128,111,10,122,1,95,113,112,13,4
LOLTMNT02_268375,HLL,15.09,111,170,10,112,101,0,95,90,104,190,182
LOLTMNT02_267610,HM,15.09,169,14,62,103,43,1,150,100,46,82,58
LOLTMNT05_131984,TCL,15.09,163,131,171,182,122,0,150,113,5,36,4
LOLTMNT05_131992,LFL,15.09,178,128,36,103,78,1,113,150,46,187,184
LOLTMNT02_268408,LVP SL,15.09,169,62,46,111,4,0,36,178,14,172,20
LOLTMNT02_267636,ROL,15.09,14,141,122,10,139,0,178,8,4,140,43
LOLTMNT05_131994,NLC,15.09,113,122,150,27,60,0,100,1,103,36,46
LOLTMNT05_130970,AL,15.09,178,27,1,82,0,1,113,150,36,103,23
LOLTMNT02_267640,HM,15.09,171,54,36,65,60,0,90,49,118,85,5
LOLTMNT02_267627,RL,15.09,128,175,1,58,82,0,181,131,46,163,20
LOLTMNT05_131998,TCL,15.09,169,146,27,82,56,0,1,95,178,125,114
LOLTMNT05_131999,AL,15.09,5,107,111,104,10,0,155,90,139,95,15
LOLTMNT05_130971,LFL,15.09,163,131,86,164,2,1,95,90,82,43,27
LOLTMNT02_267646,LVP SL,15.09,131,58,171,23,114,1,95,100,139,122,129
LOLTMNT05_132001,NLC,15.09,178,147,62,118,139,1,171,131,125,58,15
LOLTMNT02_267647,ROL,15.09,104,170,36,13,125,1,181,105,155,148,71
LOLTMNT05_130972,EBL,15.09,163,14,103,178,125,1,95,122,169,146,56
LOLTMNT02_267653,HM,15.09,52,59,182,129,133,0,27,37,23,2,15
LOLTMNT05_130973,TCL,15.09,43,58,170,8,118,1,181,10,83,155,103
LOLTMNT02_267654,RL,15.09,122,14,90,155,56,1,171,114,141,27,71
LOLTMNT05_132009,EBL,15.09,27,20,1,43,100,1,36,82,93,5,6
LOLTMNT05_130977,NLC,15.09,163,175,104,56,2,0,85,54,101,111,25
LOLTMNT02_267668,LVP SL,15.09,150,5,103,107,140,1,155,90,125,124,176
LOLTMNT02_267670,ROL,15.09,100,147,5,62,103,0,111,175,114,58,90
LOLTMNT05_132011,LFL,15.09,100,10,49,174,118,1,175,111,5,155,94
LOLTMNT02_268453,HM,15.09,163,125,1,83,144,1,93,104,56,140,170
LOLTMNT05_130983,AL,15.09,163,141,104,14,0,1,150,178,128,58,103
LOLTMNT02_268454,RL,15.09,113,136,95,93,173,0,150,169,125,176,118
LOLTMNT05_132017,EBL,15.09,150,113,58,60,82,0,14,169,62,122,0
LOLTMNT02_268466,LPLOL,15.09,100,62,103,49,80,1,8,151,104,58,4
LOLTMNT02_267691,LVP SL,15.09,181,85,101,105,60,0,82,1,32,54,56
LOLTMNT05_132018,NLC,15.09,95,20,170,177,5,1,10,173,86,43,78
LOLTMNT02_268465,ROL,15.09,60,83,85,95,82,1,69,30,142,118,176
LOLTMNT05_130987,LFL,15.09,128,90,27,57,18,1,5,113,171,95,4
LOLTMNT05_132020,AL,15.09,57,100,64,4,129,0,182,82,32,114,147
LOLTMNT05_132021,EBL,15.09,178,1,57,176,118,0,175,36,182,129,15
LOLTMNT02_268467,RL,15.09,60,111,103,140,170,0,178,105,62,40,152
LOLTMNT02_268468,LPLOL,15.09,169,171,59,5,101,0,139,99,188,170,18
LOLTMNT05_130988,EBL,15.09,13,10,20,80,110,1,170,103,139,59,171
LOLTMNT05_132022,LFL,15.09,178,139,14,36,82,0,100,56,122,11,62
LOLTMNT03_236286,NACL,15.1,85,178,94,146,139,0,132,169,103,8,43
LOLTMNT02_268470,LPLOL,15.09,155,122,56,133,88,0,22,178,20,1,145
LOLTMNT03_236302,NACL,15.1,46,83,181,10,4,1,163,131,57,147,20
LOLTMNT03_236326,NACL,15.1,155,82,171,52,60,0,58,90,111,125,118
LOLTMNT03_236338,NACL,15.1,104,36,57,175,111,1,65,178,139,95,150
LOLTMNT03_236347,NACL,15.1,132,5,8,30,4,1,128,155,90,27,118
LOLTMNT03_235386,NACL,15.1,163,125,131,101,171,0,64,124,110,114,147
LOLTMNT02_267743,LCKC,15.09,178,46,1,58,114,1,128,95,111,100,104
LOLTMNT02_268500,LCKC,15.09,57,131,171,58,4,1,113,129,46,95,122
LOLTMNT02_268519,LCKC,15.09,163,170,103,171,139,1,125,83,36,129,122
LOLTMNT02_267760,LCKC,15.09,150,5,100,27,82,0,128,1,114,85,20
LOLTMNT02_267771,LCKC,15.09,113,62,8,0,4,1,176,118,40,56,186
LOLTMNT02_268539,LCK,15.09,100,1,5,85,20,1,128,150,175,36,104
LOLTMNT02_267792,LCK,15.09,46,141,129,176,103,0,14,113,56,4,187
12057-12057_game_1,LPL,15.09,128,113,129,95,103,0,139,100,40,64,124
LOLTMNT03_236412,LCP,15.1,128,131,181,85,101,1,113,150,112,176,118
12057-12057_game_2,LPL,15.09,150,178,136,27,122,0,182,169,146,176,4
LOLTMNT02_267812,LCK,15.09,178,5,150,187,118,0,141,46,27,176,4
LOLTMNT03_235460,LCP,15.1,100,1,36,139,115,0,163,175,146,122,5
LOLTMNT02_267818,LCK,15.09,14,175,139,85,20,0,100,1,105,36,122
12058-12058_game_1,LPL,15.09,163,40,178,4,111,1,128,104,175,95,171
LOLTMNT03_235498,LCP,15.1,36,5,65,13,170,0,104,182,62,1,175
12058-12058_game_2,LPL,15.09,113,8,62,136,90,0,182,150,176,114,20
LOLTMNT03_235515,LCP,15.1,113,150,10,133,139,1,64,124,129,178,105
LOLTMNT02_268589,HLL,15.09,113,36,150,5,103,1,100,95,122,147,0
LOLTMNT03_236490,LCP,15.1,169,176,118,40,23,0,107,132,4,0,89
LOLTMNT02_268598,HLL,15.09,163,186,83,82,43,0,58,14,4,90,41
LOLTMNT02_268604,HM,15.09,169,1,10,133,56,1,181,62,114,4,44
LOLTMNT02_268606,HLL,15.09,46,131,181,32,65,1,178,22,2,71,115
LOLTMNT05_132030,TCL,15.09,113,1,36,5,20,0,95,169,49,122,0
LOLTMNT02_267875,HM,15.09,178,171,122,59,112,0,150,113,103,95,182
LOLTMNT05_133015,LIT,15.09,178,150,112,10,122,1,128,57,113,58,4
LOLTMNT05_132040,AL,15.09,46,58,100,14,82,1,128,163,122,57,23
LOLTMNT05_133017,TCL,15.09,14,100,82,140,128,1,103,105,155,58,60
LOLTMNT02_268619,HM,15.09,14,36,65,0,141,0,111,118,107,5,140
LOLTMNT05_133019,LIT,15.09,131,95,125,114,129,1,169,36,136,82,49
LOLTMNT05_133020,AL,15.09,52,155,5,171,134,1,59,103,19,139,27
LOLTMNT02_267884,HM,15.09,82,100,155,125,129,0,188,20,175,40,75
LOLTMNT05_133021,TCL,15.09,163,158,104,136,170,1,150,10,139,65,54
LOLTMNT05_133023,LIT,15.09,5,185,62,0,154,0,27,90,1,103,43
LOLTMNT02_267893,HM,15.09,57,85,94,42,185,0,8,170,139,187,34
LOLTMNT05_132046,TCL,15.09,181,83,118,176,125,0,2,131,22,4,110
LOLTMNT02_268641,LPLOL,15.09,163,141,128,122,49,1,113,58,103,13,1
LOLTMNT05_133024,AL,15.09,178,1,95,103,5,1,113,150,36,122,56
LOLTMNT05_133026,LIT,15.09,52,118,155,71,176,1,46,85,101,54,88
LOLTMNT05_133027,TCL,15.09,178,171,27,71,15,1,111,175,187,18,40
LOLTMNT02_268648,LPLOL,15.09,57,10,94,90,127,1,27,83,139,144,155
LOLTMNT05_133029,AL,15.09,163,14,169,114,182,1,57,90,82,93,181
LOLTMNT02_268654,LPLOL,15.09,59,65,125,175,40,0,187,86,178,71,14
LOLTMNT05_133030,AL,15.09,0,83,27,78,4,1,131,125,147,85,20
LOLTMNT03_235630,NACL,15.1,46,113,58,114,49,1,163,178,5,4,8
LOLTMNT03_236658,NACL,15.1,171,90,57,64,124,0,169,129,139,132,118
LOLTMNT03_236682,NACL,15.1,46,113,136,171,95,1,169,23,118,176,40
LOLTMNT03_236702,NACL,15.1,14,114,43,10,103,0,128,178,49,22,20
LOLTMNT02_268683,LAS,15.09,128,170,163,20,49,0,141,46,95,4,27
LOLTMNT02_268700,LAS,15.09,100,145,82,62,172,0,150,178,36,103,5
LOLTMNT02_267967,LCK,15.09,178,64,124,182,1,0,113,129,34,57,32
LOLTMNT03_237101,LJL,15.1,131,59,104,86,182,0,163,178,5,4,49
LOLTMNT03_236811,LJL,15.1,163,15,54,58,40,1,95,83,122,112,181
LOLTMNT03_237094,LJL,15.1,163,170,1,0,124,1,54,111,139,85,101
LOLTMNT03_237088,LJL,15.1,46,62,103,5,1,1,175,36,20,128,14
LOLTMNT03_237104,LJL,15.1,100,163,122,40,125,0,85,101,131,171,60
LOLTMNT03_237103,LJL,15.1,128,100,150,82,163,1,113,136,176,33,86
LOLTMNT02_268705,LAS,15.09,57,107,32,115,1,1,182,85,191,122,129
LOLTMNT02_267969,LCK,15.09,114,43,171,85,20,1,46,163,107,146,136
LOLTMNT03_236831,LJL,15.1,36,170,118,172,43,0,85,178,101,1,180
LOLTMNT03_236826,LJL,15.1,14,163,141,4,43,1,100,8,62,122,60
LOLTMNT03_236830,LJL,15.1,85,101,131,190,5,1,9,86,113,40,125
LOLTMNT03_236835,LJL,15.1,141,95,125,13,118,0,163,156,75,15,177
LOLTMNT03_236836,LJL,15.1,163,178,20,60,19,0,36,100,5,118,78
LOLTMNT03_237115,LJL,15.1,163,35,57,103,117,1,113,95,139,104,111
LOLTMNT02_268714,LAS,15.09,58,93,175,56,40,1,64,124,105,43,151
LOLTMNT02_268713,LCK,15.09,128,14,95,170,82,1,150,4,13,141,58
LOLTMNT03_236850,LJL,15.1,169,128,171,10,20,1,176,14,141,122,162
LOLTMNT03_237126,LJL,15.1,131,85,182,94,49,0,163,57,122,107,190
LOLTMNT03_236849,LJL,15.1,163,43,191,175,150,0,49,136,75,141,58
LOLTMNT03_237128,LJL,15.1,178,62,132,2,139,0,95,33,103,131,14
LOLTMNT03_236851,LJL,15.1,178,103,150,132,114,0,80,78,122,58,110
LOLTMNT03_237131,LJL,15.1,83,176,20,2,139,0,95,74,4,111,0
LOLTMNT02_268769,LCK,15.09,128,175,150,176,118,1,178,5,1,124,64
LOLTMNT02_269040,LAS,15.09,14,46,178,95,122,1,128,100,1,118,176
12059-12059_game_1,LPL,15.09,104,182,113,40,163,0,129,100,112,36,65
LOLTMNT03_236870,HC,15.1,57,128,122,141,62,1,175,150,4,186,176
LOLTMNT06_121086,LCP,15.1,113,1,128,176,118,1,85,178,101,112,14
LOLTMNT02_268811,LCK,15.09,14,139,58,107,103,1,163,8,170,4,43
LOLTMNT02_269071,LAS,15.09,113,150,36,4,172,1,105,181,85,139,101
LOLTMNT05_132063,LFL2,15.09,181,139,83,58,90,1,100,125,78,95,103
LOLTMNT03_237163,HC,15.1,113,13,82,36,41,1,14,118,114,27,5
12059-12059_game_2,LPL,15.09,139,85,101,181,131,0,14,60,103,62,156
LOLTMNT06_121087,LCP,15.1,163,131,171,56,122,0,105,27,146,82,54
LOLTMNT02_269084,LCK,15.09,57,129,156,82,22,1,171,113,112,20,95
LOLTMNT02_269087,LAS,15.09,163,111,175,34,125,0,171,58,141,104,0
LOLTMNT05_133074,LFL2,15.09,128,131,57,103,187,0,40,163,170,129,122
LOLTMNT03_237224,HC,15.1,46,131,181,85,94,0,178,111,56,104,22
12060-12060_game_1,LPL,15.09,169,1,112,58,4,1,128,150,178,36,20
LOLTMNT06_121110,LCP,15.1,128,131,27,176,4,1,150,113,60,118,62
LOLTMNT05_132107,LFL2,15.09,128,169,1,95,118,1,46,113,84,176,4
LOLTMNT03_236992,HC,15.1,150,122,58,0,47,0,14,133,4,30,110
12060-12060_game_2,LPL,15.09,182,10,124,141,171,0,113,64,56,8,34
LOLTMNT06_120115,LCP,15.1,169,1,182,10,34,0,175,8,105,124,64
LOLTMNT05_133092,LFL2,15.09,163,113,150,4,46,0,136,27,82,13,151
LOLTMNT02_269132,HLL,15.09,163,56,122,30,1,1,43,36,20,83,171
LOLTMNT03_238042,HC,15.1,163,83,125,20,40,1,187,90,82,43,171
LOLTMNT02_269139,RL,15.09,155,114,171,122,60,0,128,169,27,49,103
LOLTMNT02_268913,HLL,15.09,82,66,181,58,0,1,27,113,150,118,71
LOLTMNT02_268920,RL,15.09,163,131,14,118,57,1,56,36,82,146,139
LOLTMNT02_268945,HLL,15.09,14,170,103,155,60,0,107,95,4,146,182
LOLTMNT06_121139,LTA S,15.1,46,64,104,14,100,1,178,57,58,4,78
LOLTMNT02_269205,RL,15.09,111,95,4,46,170,0,150,90,58,104,5
LOLTMNT06_121140,LTA S,15.1,169,176,118,128,40,0,175,150,36,15,0
LOLTMNT02_268965,RL,15.09,147,22,20,54,112,1,1,175,10,125,154
LOLTMNT06_120137,LTA S,15.1,95,122,5,131,171,1,141,187,114,125,1
LOLTMNT02_269000,RL,15.09,113,37,129,9,0,1,178,187,190,94,42
LOLTMNT06_120142,LTA S,15.1,150,178,128,58,122,0,113,1,46,10,4
LOLTMNT06_120153,LTA S,15.1,100,57,8,132,82,1,95,175,182,40,118
LOLTMNT06_120185,LTA N,15.1,169,150,5,36,4,0,128,100,8,173,58
LOLTMNT06_120186,LTA N,15.1,178,85,94,112,1,0,104,113,62,125,146
