gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
LOLTMNT04_130197,TCL,15.17,111,104,100,182,187,0,113,147,4,36,0
LOLTMNT04_130200,PRM,15.17,183,114,129,20,139,0,131,27,147,103,5
LOLTMNT04_129231,LEC,15.17,14,175,140,182,20,0,150,113,59,0,104
LOLTMNT04_129230,EBL,15.17,111,113,27,0,104,1,54,183,147,60,65
LOLTMNT01_282636,LTA S,15.17,128,54,13,15,62,1,156,111,0,4,140
LOLTMNT04_129237,EBL,15.17,5,178,129,140,103,1,182,90,14,58,122
LOLTMNT04_129235,TCL,15.17,14,131,9,60,18,1,13,27,15,70,112
LOLTMNT04_129236,LEC,15.17,188,82,155,56,54,0,163,131,115,49,30
LOLTMNT04_130203,PRM,15.17,150,175,4,155,125,0,1,62,154,30,56
LOLTMNT01_282677,LTA S,15.17,178,8,25,132,103,1,27,139,82,150,131
LOLTMNT01_283315,LPLOL,15.17,147,156,139,140,4,1,40,163,175,60,20
LOLTMNT04_130206,EBL,15.17,163,131,181,4,125,0,62,8,56,141,114
LOLTMNT04_129240,PRM,15.17,13,99,122,130,186,1,90,85,101,93,60
LOLTMNT01_283342,LTA S,15.17,113,56,40,59,20,0,90,85,60,171,124
LOLTMNT01_283340,RL,15.17,171,103,0,27,175,1,111,118,129,187,170
LOLTMNT01_283341,LPLOL,15.17,122,186,27,112,129,0,57,191,103,132,49
LOLTMNT04_129242,EBL,15.17,139,191,82,187,155,0,46,156,15,142,57
LOLTMNT04_130208,PRM,15.17,163,82,170,98,8,0,58,169,112,118,76
LOLTMNT01_283362,LTA S,15.17,112,107,146,36,114,1,23,188,170,181,148
LOLTMNT01_283355,RL,15.17,14,186,132,60,15,1,150,156,142,122,182
LOLTMNT01_283361,LPLOL,15.17,13,59,154,169,171,0,150,178,18,62,110
LOLTMNT01_283382,LTA N,15.17,111,107,40,27,103,0,128,169,2,122,36
LOLTMNT01_282777,LPLOL,15.17,14,54,118,128,176,0,82,90,43,142,181
LOLTMNT01_283389,RL,15.17,183,13,151,20,145,0,49,155,114,4,56
LOLTMNT01_283399,LTA N,15.17,13,114,125,183,104,1,129,175,60,15,163
LOLTMNT01_283405,RL,15.17,147,65,140,54,139,1,29,163,82,47,51
LOLTMNT01_283408,LTA N,15.17,5,54,171,9,20,1,150,141,4,85,43
LOLTMNT01_283424,LTA N,15.17,146,178,140,124,139,1,118,131,170,62,0
LOLTMNT01_283432,LTA N,15.17,113,181,46,142,152,1,156,82,172,132,158
LOLTMNT01_282847,LCK,15.17,175,129,13,85,20,1,128,111,178,27,4
LOLTMNT01_282855,LCK,15.17,150,100,125,58,103,1,1,169,139,163,122
LOLTMNT01_283478,LCK,15.17,8,62,114,186,0,1,5,156,40,95,90
LOLTMNT01_282880,LCK,15.17,113,187,86,78,56,1,54,140,104,60,2
LOLTMNT01_283556,LCP,15.17,113,8,128,36,20,0,175,111,104,112,27
LOLTMNT04_130229,LFL2,15.17,183,178,150,112,104,0,27,90,57,122,56
LOLTMNT01_282974,LCP,15.17,13,114,125,4,62,1,1,169,57,132,103
LOLTMNT04_130236,LFL2,15.17,113,60,111,62,4,1,128,163,171,54,114
LOLTMNT01_283629,RL,15.17,171,155,103,98,112,0,183,65,54,147,182
LOLTMNT01_284017,LCP,15.17,5,40,170,188,82,0,183,156,136,145,122
LOLTMNT04_130240,LFL2,15.17,5,64,124,49,141,0,140,175,88,65,147
LOLTMNT04_129265,LFL2,15.17,129,125,155,100,18,0,82,19,43,24,85
LOLTMNT01_284084,LCP,15.17,104,128,62,90,181,0,150,169,40,132,4
LOLTMNT01_283667,RL,15.17,111,139,122,27,146,1,181,188,4,0,30
LOLTMNT04_129272,LFL2,15.17,13,142,170,44,15,0,176,118,131,93,0
LOLTMNT01_283744,LCP,15.17,13,54,183,20,139,1,111,27,5,122,186
LOLTMNT01_284128,RL,15.17,49,82,52,163,125,1,85,101,178,1,60
LOLTMNT01_283801,RL,15.17,14,140,37,114,56,1,9,2,15,131,41
LOLTMNT04_130276,LEC,15.17,14,62,169,182,118,1,188,36,175,5,15
LOLTMNT04_129302,LEC,15.17,183,13,20,56,171,0,27,8,122,178,60
LOLTMNT01_284299,LTA S,15.17,163,156,150,46,103,0,125,111,54,36,15
LOLTMNT04_129307,LEC,15.17,163,181,90,43,4,1,150,58,113,0,44
LOLTMNT01_283921,LTA S,15.17,178,129,60,104,62,1,5,8,141,4,27
LOLTMNT01_284400,LTA S,15.17,128,146,132,118,120,1,13,85,101,114,139
LOLTMNT01_284517,LTA N,15.17,111,27,178,139,15,0,13,175,5,104,58
LOLTMNT01_284573,LTA N,15.17,128,90,181,132,4,1,60,183,129,54,118
LOLTMNT01_284603,LTA N,15.17,125,163,8,122,185,0,0,85,40,80,20
LOLTMNT01_285206,LCK,15.17,113,104,27,2,5,0,111,54,128,65,36
12799-12799_game_1,LPL,15.17,175,112,8,27,15,0,128,54,40,4,62
12799-12799_game_2,LPL,15.17,156,95,129,103,125,0,13,140,20,74,56
LOLTMNT01_284752,LCK,15.17,178,8,4,140,182,0,129,80,13,118,187
12799-12799_game_3,LPL,15.17,5,176,118,111,107,1,150,178,60,122,58
LOLTMNT01_285222,LCK,15.17,188,131,181,60,103,0,58,158,83,82,110
12799-12799_game_4,LPL,15.17,163,90,181,131,0,0,188,82,155,139,99
LOLTMNT01_285288,LCP,15.17,111,54,5,62,118,1,107,27,13,60,4
12799-12799_game_5,LPL,15.17,182,18,36,100,158,0,114,22,34,98,93
LOLTMNT04_130311,LFL2,15.17,150,82,142,114,134,1,139,183,116,8,4
LOLTMNT01_285313,LCP,15.17,150,139,178,15,140,0,128,113,163,49,115
LOLTMNT01_284841,RL,15.17,171,36,82,156,172,0,183,111,103,56,83
LOLTMNT04_130318,LFL2,15.17,113,43,13,187,103,0,19,60,11,58,118
12800-12800_game_1,LPL,15.17,14,62,104,100,13,1,150,156,27,122,182
LOLTMNT01_285352,LCP,15.17,85,186,8,44,103,1,58,156,40,56,122
LOLTMNT01_284866,RL,15.17,178,46,118,58,150,0,27,122,57,146,49
LOLTMNT04_129343,LFL2,15.17,14,70,163,15,136,1,122,181,95,90,128
LOLTMNT01_285384,LCP,15.17,14,80,132,105,90,1,95,116,2,57,99
12800-12800_game_2,LPL,15.17,178,111,163,20,139,0,183,169,8,4,0
LOLTMNT01_285374,RL,15.17,113,140,65,112,1,0,175,163,4,13,0
12800-12800_game_3,LPL,15.17,129,132,103,125,146,0,118,176,158,186,57
LOLTMNT01_284940,RL,15.17,60,129,98,176,20,1,54,5,155,40,86
LOLTMNT04_130365,LEC,15.17,111,128,141,27,103,1,78,114,75,62,122
LOLTMNT04_130370,LEC,15.17,175,118,2,187,13,0,171,178,4,140,60
LOLTMNT01_285516,LTA S,15.17,128,113,150,122,58,0,175,8,139,132,4
LOLTMNT04_129373,LEC,15.17,113,85,101,40,43,0,36,54,65,129,182
LOLTMNT01_285528,LTA S,15.17,163,178,2,43,104,1,111,54,27,60,15
LOLTMNT04_129375,LEC,15.17,183,188,139,20,173,1,14,90,58,57,131
LOLTMNT01_285530,LTA S,15.17,125,156,171,95,118,1,182,129,105,85,82
LOLTMNT01_285575,LTA N,15.17,175,171,183,5,122,1,111,54,128,104,142
LOLTMNT01_285591,LTA N,15.17,169,15,13,60,132,1,150,178,139,4,163
LOLTMNT01_285605,LTA N,15.17,131,24,0,85,20,1,129,100,56,58,65
LOLTMNT01_285618,LTA N,15.17,27,46,80,103,191,0,156,118,49,44,95
12801-12801_game_1,LPL,15.17,114,139,111,140,86,1,150,175,46,183,82
12801-12801_game_2,LPL,15.17,8,176,118,125,116,1,62,40,4,186,112
12801-12801_game_3,LPL,15.17,128,163,104,178,171,0,129,27,60,65,100
LOLTMNT01_286185,LCKC,15.17,14,178,112,27,15,1,128,90,181,4,140
LOLTMNT01_285696,LCKC,15.17,183,13,54,139,122,1,104,129,62,125,156
12801-12801_game_4,LPL,15.17,156,95,15,67,57,1,122,99,54,187,0
LOLTMNT01_285702,LCKC,15.17,111,114,163,103,60,0,40,175,58,57,82
12801-12801_game_5,LPL,15.17,5,20,36,158,80,1,169,85,101,120,78
LOLTMNT01_286217,LCKC,15.17,5,146,80,176,124,1,1,182,169,187,86
12802-12802_game_1,LPL,15.17,183,104,112,116,8,1,128,62,103,54,139
12802-12802_game_2,LPL,15.17,163,4,146,129,182,1,140,13,20,178,60
12802-12802_game_3,LPL,15.17,14,43,141,82,58,1,27,125,150,122,100
12802-12802_game_4,LPL,15.17,5,175,2,22,65,1,46,113,111,34,95
LOLTMNT04_129398,LEC,15.17,163,178,40,176,118,0,111,175,140,122,13
LOLTMNT04_129399,LEC,15.17,113,2,155,4,181,1,62,46,169,104,27
LOLTMNT04_129400,LEC,15.17,36,8,114,60,54,0,129,9,107,20,182
LOLTMNT04_129401,LEC,15.17,103,171,139,160,52,1,150,59,120,82,116
LOLTMNT04_129402,LEC,15.17,5,131,187,188,15,1,125,90,142,156,78
LOLTMNT01_285846,CD,15.17,128,141,40,132,103,1,8,175,5,85,122
LOLTMNT01_285850,CD,15.17,111,36,56,178,65,1,150,27,139,118,100
LOLTMNT01_286366,CD,15.17,104,62,125,54,129,0,131,183,43,133,188
LOLTMNT01_286365,LRN,15.17,175,27,4,40,60,1,113,13,5,36,20
LOLTMNT01_285868,CD,15.17,46,90,181,95,82,1,57,140,4,49,30
LOLTMNT01_286378,LRN,15.17,14,156,125,176,118,0,58,178,112,15,76
LOLTMNT04_129408,CD,15.17,163,15,1,112,170,0,171,58,18,60,114
LOLTMNT01_286383,LRN,15.17,129,62,103,114,182,0,140,49,122,54,25
12803-12803_game_1,LPL,15.17,183,54,13,125,82,1,156,27,129,103,112
12803-12803_game_2,LPL,15.17,175,5,8,176,15,0,62,4,182,116,40
12803-12803_game_3,LPL,15.17,14,139,141,118,58,1,113,95,150,122,46
12803-12803_game_4,LPL,15.17,140,60,20,100,84,1,169,57,1,187,86
LOLTMNT04_130420,PRM,15.17,114,62,129,56,122,0,27,13,178,60,103
LOLTMNT01_287001,LVP SL,15.17,44,170,1,176,118,1,0,175,40,62,103
LOLTMNT06_137274,AL,15.16,128,20,80,187,49,1,60,122,156,183,14
LOLTMNT01_287003,ROL,15.17,14,46,27,113,118,1,188,122,2,175,56
LOLTMNT04_129420,PRM,15.17,175,171,0,142,15,0,111,30,125,163,82
LOLTMNT06_137278,AL,15.16,27,43,178,190,103,1,46,59,113,129,4
LOLTMNT01_286526,LVP SL,15.17,139,83,140,186,122,1,46,178,164,111,189
LOLTMNT01_287016,ROL,15.17,5,95,82,13,80,1,58,104,60,156,129
LOLTMNT04_130422,PRM,15.17,139,99,147,85,18,1,150,128,151,59,104
LOLTMNT06_137279,AL,15.16,139,163,146,78,115,0,0,85,111,126,82
LOLTMNT01_287027,ROL,15.17,182,163,178,4,171,0,98,48,181,169,115
LOLTMNT01_286548,LPLOL,15.17,183,0,49,131,122,1,139,111,142,54,20
LOLTMNT06_137280,AL,15.16,175,9,13,65,112,0,83,62,104,93,173
LOLTMNT01_287040,LVP SL,15.17,14,52,82,9,114,1,150,169,4,142,5
LOLTMNT01_286559,LPLOL,15.17,171,27,90,114,112,1,147,169,82,95,46
LOLTMNT01_286560,LRS,15.17,14,62,122,141,182,1,131,27,5,103,181
LOLTMNT01_286561,ROL,15.17,133,147,28,132,107,0,85,8,38,101,74
LOLTMNT01_287056,LRS,15.17,54,49,140,25,86,0,178,171,139,187,18
LOLTMNT01_286566,CD,15.17,175,8,125,15,36,0,156,27,147,28,103
LOLTMNT01_287060,LPLOL,15.17,14,128,103,36,116,1,5,175,4,188,62
LOLTMNT01_287065,LRS,15.17,175,163,118,60,145,0,183,90,15,40,43
LOLTMNT01_286573,CD,15.17,111,0,178,164,65,0,5,107,2,62,118
LOLTMNT01_287066,LPLOL,15.17,83,18,140,125,93,1,15,170,163,40,75
LOLTMNT01_286581,LRS,15.17,13,104,36,161,156,1,4,107,132,150,0
LOLTMNT01_286583,CD,15.17,139,169,150,58,104,0,43,14,114,122,187
LOLTMNT01_287073,LPLOL,15.17,178,118,176,177,23,1,86,156,9,150,43
LOLTMNT01_286587,CD,15.17,181,141,128,9,154,0,113,168,60,140,115
LOLTMNT01_286625,LCK,15.17,113,40,104,0,58,0,54,111,5,15,36
LOLTMNT01_286643,LCK,15.17,175,27,129,122,56,1,183,116,4,158,60
12804-12804_game_1,LPL,15.17,116,129,4,43,27,1,13,183,20,60,175
LOLTMNT01_286647,LCK,15.17,13,85,20,131,181,0,128,178,140,82,2
12804-12804_game_2,LPL,15.17,8,62,104,0,178,0,111,54,128,140,65
LOLTMNT01_287140,LCK,15.17,139,169,150,9,154,0,103,43,188,90,155
12804-12804_game_3,LPL,15.17,139,64,124,169,1,1,176,118,112,100,40
LOLTMNT01_286664,LCK,15.17,156,125,171,176,18,1,114,52,46,157,142
12804-12804_game_4,LPL,15.17,113,182,171,122,187,1,5,99,156,82,164
LOLTMNT01_286711,HC,15.17,175,140,49,25,65,0,27,113,139,111,103
LOLTMNT04_129430,LFL,15.17,128,54,8,176,118,1,113,163,40,122,27
LOLTMNT06_139001,AL,15.16,128,175,27,122,2,1,129,178,95,171,103
LOLTMNT01_286745,HC,15.17,14,60,72,118,155,1,147,178,5,187,20
LOLTMNT04_130427,LFL,15.17,175,139,132,147,20,0,178,129,4,182,62
LOLTMNT01_286755,HC,15.17,13,176,122,182,110,1,169,62,44,8,56
LOLTMNT06_138004,AL,15.16,155,52,110,1,118,0,8,46,186,85,15
LOLTMNT04_129431,LFL,15.17,111,156,82,95,0,1,103,36,188,120,38
LOLTMNT04_129433,EBL,15.17,175,139,27,93,4,0,128,80,1,122,187
LOLTMNT01_286768,LPLOL,15.17,57,191,27,46,15,0,113,183,139,104,111
LOLTMNT06_138005,AL,15.16,57,66,82,163,181,0,139,105,4,187,13
LOLTMNT04_129434,LFL,15.17,5,141,14,64,124,1,58,100,78,43,65
LOLTMNT01_286788,LPLOL,15.17,5,83,103,142,49,0,156,58,122,174,1
LOLTMNT04_129435,EBL,15.17,111,118,176,5,116,1,169,78,36,104,56
LOLTMNT01_287262,LRS,15.17,113,15,40,58,46,1,111,163,156,82,125
LOLTMNT04_130430,EBL,15.17,183,112,129,83,144,0,125,9,190,30,18
LOLTMNT01_287266,LPLOL,15.17,175,146,132,18,56,1,147,90,86,160,43
LOLTMNT01_286808,CD,15.17,13,175,125,176,118,0,129,113,60,140,4
LOLTMNT01_287277,LRS,15.17,178,129,27,128,122,1,169,118,62,1,161
LOLTMNT04_129436,EBL,15.17,62,54,2,20,46,1,150,113,142,82,38
LOLTMNT01_286811,CD,15.17,128,178,163,1,103,0,5,27,54,147,82
LOLTMNT04_130431,EBL,15.17,140,178,103,0,71,0,59,170,6,146,110
LOLTMNT01_286813,LRS,15.17,183,139,54,188,114,1,182,131,14,155,20
LOLTMNT01_287284,CD,15.17,107,62,122,139,146,0,104,141,56,187,150
LOLTMNT01_287288,LRS,15.17,52,146,0,152,164,0,5,4,140,49,107
LOLTMNT01_286821,CD,15.17,46,169,40,59,86,1,111,131,0,36,15
LOLTMNT01_287346,LCK,15.17,113,5,129,27,82,0,128,150,178,85,20
LOLTMNT01_286890,LCK,15.17,175,60,13,176,118,1,139,156,140,4,99
12805-12805_game_1,LPL,15.17,111,54,27,103,5,1,113,183,2,139,82
LOLTMNT01_286895,LCK,15.17,8,0,141,95,122,0,125,146,104,58,155
12805-12805_game_2,LPL,15.17,8,116,60,85,20,1,150,125,4,62,178
LOLTMNT01_287373,LCK,15.17,111,100,182,163,148,0,36,169,46,103,147
12805-12805_game_3,LPL,15.17,129,122,163,156,71,1,118,13,95,56,186
12805-12805_game_4,LPL,15.17,175,40,112,22,65,1,128,58,100,158,34
12805-12805_game_5,LPL,15.17,114,1,0,132,90,0,187,86,141,98,171
LOLTMNT01_286987,HC,15.17,13,114,122,142,125,0,54,40,59,20,44
LOLTMNT06_138011,AL,15.16,163,2,20,156,43,0,122,14,140,178,56
LOLTMNT04_129450,LFL,15.17,113,46,150,187,122,1,128,14,141,62,4
LOLTMNT01_288013,HC,15.17,113,85,111,46,103,1,175,183,171,182,82
LOLTMNT04_129452,LFL,15.17,175,8,163,56,20,1,178,13,58,82,60
LOLTMNT06_138012,AL,15.16,128,103,36,131,146,1,46,27,93,186,114
LOLTMNT01_288020,HC,15.17,128,4,62,173,155,0,112,140,104,156,147
LOLTMNT01_287521,HC,15.17,139,58,118,191,129,1,0,15,27,90,49
LOLTMNT04_129453,LFL,15.17,111,176,118,156,0,1,103,40,5,22,191
LOLTMNT06_138013,AL,15.16,129,82,139,183,141,1,190,80,0,118,187
LOLTMNT01_288044,LPLOL,15.17,27,95,122,83,139,1,103,155,34,111,75
LOLTMNT04_129454,LFL,15.17,125,90,27,140,65,0,131,104,43,36,147
LOLTMNT01_287536,LPLOL,15.17,129,114,62,186,127,1,80,58,0,164,135
LOLTMNT04_129456,LFL,15.17,54,171,112,95,115,1,25,129,38,85,101
LOLTMNT01_287547,NACL,15.17,128,114,150,132,127,1,183,169,111,182,103
LOLTMNT01_288061,NACL,15.17,175,125,93,15,58,1,90,27,36,104,60
LOLTMNT01_287554,NACL,15.17,118,5,147,187,131,1,4,49,178,9,98
LOLTMNT01_287555,NACL,15.17,82,52,59,188,136,0,54,20,85,76,42
12806-12806_game_1,LPL,15.17,183,116,8,104,112,1,54,128,111,27,15
LOLTMNT01_287615,LCP,15.17,111,140,4,80,125,0,13,175,118,187,60
12806-12806_game_2,LPL,15.17,129,139,140,82,100,1,113,171,5,132,20
LOLTMNT01_288150,LCP,15.17,129,156,62,114,40,0,169,150,27,128,20
12806-12806_game_3,LPL,15.17,125,150,175,62,103,0,163,156,2,122,57
LOLTMNT01_288166,LCP,15.17,183,141,49,122,0,0,14,113,46,95,82
12806-12806_game_4,LPL,15.17,4,56,142,110,65,0,95,118,60,178,67
LOLTMNT01_288184,LCP,15.17,107,147,139,148,142,0,8,116,103,98,36
LOLTMNT04_130456,TCL,15.17,14,131,57,36,65,0,175,111,5,58,118
LOLTMNT04_130457,LFL,15.17,128,150,27,103,114,0,14,175,60,36,20
LOLTMNT06_138018,AL,15.16,46,178,27,146,103,1,43,175,36,1,20
LOLTMNT01_288231,LVP SL,15.17,175,46,36,78,122,1,139,59,83,1,20
LOLTMNT04_129468,TCL,15.17,113,140,40,20,0,1,163,8,4,141,43
LOLTMNT04_129471,LFL,15.17,113,132,122,171,0,0,129,156,4,140,43
LOLTMNT01_288264,LVP SL,15.17,14,178,140,124,60,0,150,114,27,169,5
LOLTMNT04_129474,TCL,15.17,13,176,15,116,44,1,62,104,178,49,60
LOLTMNT01_287738,LVP SL,15.17,128,163,103,51,131,0,13,104,141,155,62
LOLTMNT03_296121,AL,15.16,163,116,4,40,0,1,140,186,2,104,112
LOLTMNT04_130478,LFL,15.17,139,176,118,147,186,1,25,116,49,9,18
LOLTMNT04_129484,TCL,15.17,128,122,95,90,155,1,150,27,112,107,86
LOLTMNT01_288284,LPLOL,15.17,27,122,131,0,49,0,10,104,175,1,181
LOLTMNT03_295141,AL,15.16,122,176,105,14,57,1,118,130,38,170,147
LOLTMNT01_287748,LPLOL,15.17,183,90,15,155,98,1,59,14,139,178,118
LOLTMNT04_130485,TCL,15.17,156,154,9,171,158,1,82,125,59,52,129
LOLTMNT01_288324,LPLOL,15.17,132,30,5,4,40,0,111,142,75,103,52
LOLTMNT01_287765,CD,15.17,175,40,163,56,103,0,111,178,5,58,4
LOLTMNT01_287768,LPLOL,15.17,58,13,82,56,105,0,95,54,146,154,172
LOLTMNT01_287772,CD,15.17,13,156,46,95,122,1,129,54,43,140,20
LOLTMNT01_288332,NACL,15.17,113,40,104,62,0,1,175,111,56,36,118
LOLTMNT01_288337,CD,15.17,131,0,181,10,133,0,125,83,27,62,104
LOLTMNT01_288336,NACL,15.17,90,132,5,181,65,0,85,94,131,182,93
LOLTMNT01_288342,CD,15.17,8,112,118,107,9,0,128,171,114,85,15
LOLTMNT01_288341,NACL,15.17,27,52,127,49,82,0,4,156,125,13,187
LOLTMNT01_287805,LCK,15.17,113,111,13,15,142,0,183,8,139,4,54
LOLTMNT01_288374,LCK,15.17,129,85,20,178,46,1,156,24,118,58,5
LOLTMNT01_288399,LCK,15.17,150,60,141,176,82,0,40,169,122,140,23
LOLTMNT01_288428,HLL,15.17,27,128,129,175,122,0,150,62,5,178,4
LOLTMNT01_288435,LCK,15.17,125,103,188,107,190,1,171,27,114,18,116
12807-12807_game_1,LPL,15.17,128,113,111,27,103,1,13,4,54,62,40
LOLTMNT01_288425,ROL,15.17,183,129,173,82,5,1,178,9,49,122,136
LOLTMNT01_287902,LCP,15.17,104,139,111,114,36,0,15,13,54,27,128
LOLTMNT01_288450,LCK,15.17,128,80,158,64,124,0,175,90,182,36,84
12807-12807_game_2,LPL,15.17,150,36,65,125,178,0,176,118,8,169,60
LOLTMNT04_129499,LFL2,15.17,82,142,49,60,156,0,27,13,107,4,5
LOLTMNT01_287911,HLL,15.17,113,140,103,188,0,1,156,58,82,8,57
LOLTMNT01_288451,HC,15.17,46,14,10,60,94,1,44,142,49,114,69
LOLTMNT01_288458,ROL,15.17,13,169,62,60,103,1,40,27,4,107,0
LOLTMNT01_287920,LCP,15.17,8,175,125,142,82,1,4,140,60,129,116
12807-12807_game_3,LPL,15.17,183,139,86,100,158,1,140,104,98,171,114
LOLTMNT04_129506,LFL2,15.17,183,104,25,175,147,1,62,139,103,116,66
LOLTMNT01_287930,HC,15.17,113,0,111,118,176,1,107,139,147,122,59
LOLTMNT01_288472,HLL,15.17,163,118,54,56,49,1,125,131,114,187,40
LOLTMNT01_287934,ROL,15.17,104,150,140,182,116,1,188,131,132,67,56
LOLTMNT01_288482,LCP,15.17,163,56,122,105,158,0,156,182,171,118,58
12807-12807_game_4,LPL,15.17,85,74,20,161,145,1,58,5,15,84,186
LOLTMNT04_130501,LFL2,15.17,129,128,122,163,178,1,11,46,70,58,154
LOLTMNT01_287949,HC,15.17,163,52,82,24,182,1,178,58,65,172,171
LOLTMNT01_287950,HLL,15.17,139,36,15,116,1,0,22,65,60,173,146
LOLTMNT01_288498,LCP,15.17,150,132,103,112,178,0,181,90,44,154,22
LOLTMNT01_287958,HC,15.17,140,154,8,173,136,1,27,54,40,15,30
LOLTMNT01_287963,HLL,15.17,171,183,90,43,133,1,44,9,141,86,180
LOLTMNT04_129553,LEC,15.17,183,114,150,4,139,0,128,113,163,99,103
LOLTMNT04_129556,LEC,15.17,111,175,5,27,15,1,122,62,40,169,0
LOLTMNT04_130561,LIT,15.17,183,175,128,103,1,0,9,111,60,156,122
LOLTMNT04_129559,LEC,15.17,129,186,182,140,86,0,54,36,171,20,25
LOLTMNT04_130563,LIT,15.17,113,190,65,140,139,0,150,178,163,118,98
LOLTMNT04_129562,LEC,15.17,57,131,58,190,148,0,13,178,60,9,154
LOLTMNT04_130565,LIT,15.17,171,54,59,86,56,1,27,104,2,169,44
LOLTMNT02_308236,LTA,15.18,111,113,125,58,4,1,175,40,56,85,101
LOLTMNT02_308246,LTA,15.18,5,178,8,27,15,0,13,0,54,118,95
LOLTMNT02_306917,LTA,15.18,46,24,156,163,103,0,129,104,116,134,140
LOLTMNT01_288565,LCK,15.17,111,114,13,85,20,1,104,54,40,139,62
LOLTMNT01_288570,LCK,15.17,113,8,46,176,124,0,129,5,169,122,188
LOLTMNT01_289038,LCK,15.17,183,118,44,24,116,0,178,56,4,146,142
12808-12808_game_1,LPL,15.17,54,4,140,150,60,0,62,8,116,139,82
LOLTMNT01_288593,HLL,15.17,128,181,131,122,27,1,113,14,40,118,176
LOLTMNT01_289063,LCP,15.17,128,111,4,183,54,1,150,175,118,112,27
12808-12808_game_2,LPL,15.17,111,85,20,175,182,0,113,27,104,40,25
LOLTMNT04_130567,LFL2,15.17,113,27,150,60,4,0,183,175,8,104,43
LOLTMNT01_289065,HLL,15.17,111,5,103,62,173,1,139,175,82,1,140
LOLTMNT01_289067,HC,15.17,85,112,101,164,83,0,111,139,107,122,62
LOLTMNT01_288621,LCP,15.17,113,129,140,82,139,0,8,116,62,103,98
LOLTMNT04_129570,LFL2,15.17,90,181,125,118,163,0,14,122,75,156,36
12808-12808_game_3,LPL,15.17,163,57,122,146,0,0,125,156,2,95,15
LOLTMNT01_289077,HC,15.17,175,0,65,36,168,1,13,114,43,132,103
LOLTMNT01_289080,LCP,15.17,169,125,145,176,124,1,40,178,60,122,85
LOLTMNT01_288629,HLL,15.17,141,4,188,43,59,0,129,52,20,182,85
LOLTMNT04_130573,LFL2,15.17,128,171,141,176,82,1,13,40,107,103,58
LOLTMNT01_288690,HC,15.17,183,98,178,154,150,1,128,58,156,118,27
LOLTMNT04_129596,LEC,15.17,14,175,139,140,20,0,150,178,75,122,187
LOLTMNT04_130604,LIT,15.17,111,5,107,122,140,0,14,175,125,27,4
LOLTMNT04_129599,LEC,15.17,113,62,40,182,118,0,111,156,27,4,125
LOLTMNT04_130605,LIT,15.17,150,113,139,62,118,0,171,54,98,36,103
LOLTMNT04_129602,LEC,15.17,36,54,129,46,15,1,176,173,8,104,56
LOLTMNT04_130606,LIT,15.17,163,80,147,15,182,1,58,156,82,1,75
LOLTMNT04_130607,LEC,15.17,183,124,60,155,191,1,169,103,59,43,188
LOLTMNT02_308591,LTA,15.18,113,13,181,62,104,1,128,156,2,122,163
LOLTMNT02_309283,LTA,15.18,5,54,129,118,58,0,111,178,182,27,15
LOLTMNT02_308611,LTA,15.18,43,150,131,10,133,1,0,14,114,140,65
LOLTMNT02_308622,LTA,15.18,139,36,4,169,188,1,25,141,171,187,115
LOLTMNT02_309331,LTA,15.18,46,107,82,1,95,1,57,90,20,183,24
LOLTMNT01_288889,LCKC,15.17,128,129,113,118,176,1,175,5,40,27,122
LOLTMNT01_288916,LCKC,15.17,13,85,20,150,169,0,14,178,140,4,139
LOLTMNT01_288925,LCKC,15.17,8,54,125,64,124,0,62,99,80,44,115
LOLTMNT01_289356,LCKC,15.17,107,36,15,60,1,0,95,82,56,90,155
LOLTMNT01_289359,LJL,15.17,111,116,27,112,122,0,175,40,62,128,114
LOLTMNT01_288946,LCKC,15.17,128,175,129,62,103,0,111,183,4,178,112
12809-12809_game_1,LPL,15.17,8,54,27,122,5,0,175,4,62,139,111
LOLTMNT01_289377,LJL,15.17,169,125,150,85,20,0,5,4,140,60,191
LOLTMNT01_288950,LCKC,15.17,46,104,27,40,47,0,5,114,58,15,142
12809-12809_game_2,LPL,15.17,113,129,60,36,65,1,140,13,156,125,82
LOLTMNT01_288955,LCKC,15.17,13,85,20,2,100,0,54,171,139,64,124
LOLTMNT01_289387,LJL,15.17,1,0,178,176,118,1,43,82,156,171,187
12809-12809_game_3,LPL,15.17,128,103,163,99,155,0,176,118,112,146,180
LOLTMNT01_288959,LJL,15.17,103,182,188,129,80,1,139,13,58,170,154
12809-12809_game_4,LPL,15.17,14,64,124,90,182,1,85,20,150,100,25
12809-12809_game_5,LPL,15.17,169,1,58,115,44,0,22,34,178,145,98
LOLTMNT04_129624,LEC,15.17,14,176,118,128,107,1,150,178,36,122,60
LOLTMNT04_129625,LEC,15.17,111,131,20,27,182,0,62,175,40,115,25
LOLTMNT04_129626,LEC,15.17,139,140,4,105,5,0,129,103,54,164,120
LOLTMNT02_309461,CD,15.18,163,156,150,56,122,1,181,131,140,104,44
LOLTMNT02_309468,CD,15.18,175,49,125,103,10,1,111,113,57,62,4
LOLTMNT02_308773,NACL,15.18,49,125,114,142,103,1,54,27,44,150,4
LOLTMNT02_309471,NACL,15.18,175,36,65,128,129,1,27,104,171,169,112
LOLTMNT02_309477,CD,15.18,178,27,40,5,15,1,85,129,20,114,0
